Belligerents.allies,Belligerents.axis,Belligerents.third party,Casualties and losses.allies,Casualties and losses.axis,Casualties and losses.third party,Casualties and losses.total,Commanders and leaders.allies,Commanders and leaders.axis,Commanders and leaders.third party,Date,Location,Result,Strength.allies,Strength.axis,Strength.third party,Strength.total,Territorial,level,name,parent,time,url
Soviet Union   Romania,Germany   Hungary,,"Soviet: 80,026 dead and missing 240,056 wounded and sick Total casualties: 320,082 men 1,766 tanks destroyed 4,127 guns and mortars 293 aircraft 135,100 small arms [1] [2] [3]","48,000 killed 26,000 wounded 51,000 captured Total casualties: 125,000 men [1]",,,Rodion Malinovsky   Fyodor Tolbukhin,Johannes Friessner   Otto Wöhler,,29 October 1944 – 13 February 1945(108 days),Budapest and northwestern Hungary,Allied victory,,,,,,1,Budapest Offensive,Eastern Front,October 1944 – February 1945,https://en.wikipedia.org/wiki/Budapest_Offensive
Soviet Union   Poland,Nazi Germany   Hungary,,"10,000 Soviet KIA 700 Polish KIA","6,000 German KIA 100 Hungarian KIA 23,000 POW",,,Mikhail Katukov   Vasily Chuikov,Ernst Mattern   Ernst Gonell  †,,24 January – 23 February 1945,"Poznań and nearby area, Poland",Soviet victory,"100,000 Soviet soldiers 5,000 Polish soldiers","15,700 fortress garrison soldiers 22,600 regular field soldiers 11,600 auxiliary forces 8,000 Volkssturm 1,100 Hungarian soldiers and mobilised Polish citizens 25,000 SS and Police soldiers",,,,100,Battle of Poznań (1945),Vistula–Oder Offensive,,https://en.wikipedia.org/wiki/Battle_of_Pozna%C5%84_(1945)
Nazi Germany,Soviet Union   Poland,,"Soviet claim:  295,000 killed 147,000 taken prisoner [3]","43,476 killed or missing  150,715 wounded and sick [2]",,,Ferdinand Schörner  ( Army Group A )  (From 20 January)   Josef Harpe ( Army Group A )  (Until 20 January),Georgy Zhukov ( 1st Belorussian Front )   Ivan Konev ( 1st Ukrainian Front ),,12 January – 2 February 1945,Poland and Eastern Germany,"Soviet victory

Liberation of Auschwitz and other concentration camps","450,000 men [1]","2,203,600 men [2]",,,Most of Poland recaptured,1,Vistula–Oder Offensive,Eastern Front,January – February 1945,https://en.wikipedia.org/wiki/Vistula%E2%80%93Oder_Offensive
Nazi Germany,Soviet Union,,"80,000 killed 50,000 captured 605 tanks 128 planes (According to Soviet information)  [1]","146,780 killed, 97,553 sick or wounded, 2000 tanks and sp guns (estimated) [ citation needed ]",,,Friedrich Hossbach  ( 4th Army  until January 29)   Friedrich Müller  ( 4th Army  from January 29),Konstantin Rokossovsky ( 2nd Belorussian Front )     Ivan Chernyakhovsky ( 3rd Belorussian Front  until February 18 – KIA that day)    Aleksandr Vasilevsky  ( 3rd Belorussian Front  from February 19),,26 January – 29 March 1945,East Prussia,Soviet victory,"?150,000",?,,,,100,Heiligenbeil Pocket,East Prussian Offensive,,https://en.wikipedia.org/wiki/Heiligenbeil_Pocket
Germany,Soviet Union,,"50,000 casualties 80,000 taken prisoner According to Soviet information, the Germans lost 42,000 soldiers in combat and 92,000 were captured. [3]",60.000 casualties for the final assault [2],,,Otto Lasch   ( POW ),Aleksandr Vasilyevskiy   Konstantin Rokossovskiy,,Late January to 9 April 1945Final assault 6 April – 9 April,"Königsberg, Germany (now: Kaliningrad, Russia)",Soviet victory,"60,000 [1] –130,000, 4,000 artillery guns and mortars, 108 tanks and assault guns, 170 aircraft [2]","137,000 (24,500 participated in active phase with rest supporting), 5,200 artillery guns and mortars, 528 tanks and SPG, 2174 aircraft [2]",,,,100,Battle of Königsberg,East Prussian Offensive,,https://en.wikipedia.org/wiki/Battle_of_K%C3%B6nigsberg
Germany,Soviet Union,,"Unknown killed or wounded 220,000 captured [2]","126,464 dead or missing 458,314 wounded and sick [3]",,,Georg-Hans Reinhardt Friedrich Hossbach Friedrich-Wilhelm Müller Erhard Raus Walter Weiss Dietrich von Saucken,Konstantin Rokossovsky Ivan Chernyakhovsky   † Aleksandr Vasilevsky Hovhannes Bagramyan,,13 January – 25 April 1945,East Prussia,Soviet victory,"580,000 men 200,000  Volkssturm  troopers","1,669,100 men [1]",,,,1,East Prussian Offensive,Eastern Front,Heiligenbeil Pocket,https://en.wikipedia.org/wiki/East_Prussian_Offensive
9th Army Germany,"2nd Belorussian Front, Soviet Union",,,,,,Heinrich Himmler Otto Skorzeny,Konstantin Rokossovsky,,"February 1 – March 3, 1945","Schwedt, Germany",Successful Soviet deception,"Originally a  Kampfgruppe , later XI SS Panzer Corps","Deception by 2nd Guards Tank Army, supported by 61st and 49th Armies",,,,100,Defense of Schwedt Bridgehead,Eastern Front,,https://en.wikipedia.org/wiki/Defense_of_Schwedt_Bridgehead
Soviet Union,Germany,,"60,000 
 
 13,000 dead 
 47,000 wounded","29,000 
 
 6,000 dead 
 23,000 wounded 
80,000 civilian deaths",,,"6th Army : 
  Vladimir A. Gluzdovskii","Festung Breslau: 
   Hans von Ahlfen 
   Hermann Niehoff",,"13 February 1945 – 6 May 1945 (2 months, and 24 days)","Breslau, Nazi Germany, now Wrocław, Poland51°07′N 17°02′E﻿ / ﻿51.117°N 17.033°E﻿ / 51.117; 17.033Coordinates: 51°07′N 17°02′E﻿ / ﻿51.117°N 17.033°E﻿ / 51.117; 17.033","Soviet victory

Unconditional surrender of the city Breslau garrison on 6 May, followed by the unconditional surrender of all German forces two days after (see end of World War II in Europe)","87,334","50,000",,,,100,Siege of Breslau,Lower Silesian Offensive,February–May 1945,https://en.wikipedia.org/wiki/Siege_of_Breslau
Germany,Soviet Union,,,,,,Ferdinand Schörner,Ivan Konev,,8–24 February 1945,Lower Silesia,Soviet victory,,,,,,3,Lower Silesian Offensive,Silesian Offensives,Siege of Breslau,https://en.wikipedia.org/wiki/Lower_Silesian_Offensive
Nazi Germany,Soviet Union,,unknown,"66,801 (including 15,876 irrecoverable) [1]",,,Ferdinand Schoerner,Ivan Konev,,15–31 March 1945,"Upper Silesia, Germany",Soviet victory,unknown,"408,400 [1]",,,,100,Upper Silesian Offensive,Silesian Offensives,,https://en.wikipedia.org/wiki/Upper_Silesian_Offensive
,,,,,,,,,,,,,,,,,,1,Silesian Offensives,Eastern Front,Lower Silesian Offensive,https://en.wikipedia.org/wiki/Silesian_Offensives
Germany,Soviet Union,,,,,,Walther Wenck Felix Steiner,Georgy Zhukov,,15–18 February 1945,"Stargard, Pomerania, Germany53°12′00″N 15°01′12″E﻿ / ﻿53.20000°N 15.02000°E﻿ / 53.20000; 15.02000Coordinates: 53°12′00″N 15°01′12″E﻿ / ﻿53.20000°N 15.02000°E﻿ / 53.20000; 15.02000","German failure
Soviet offensive on Berlin delayed for two months",7  panzer  and  Panzergrenadier  divisions [1],1st Belorussian Front [1],,,,100,Operation Solstice,Eastern Front,,https://en.wikipedia.org/wiki/Operation_Solstice
Germany,Soviet Union   Poland,,"KIA: unknown ~2,000 captured","1,206 killed and missing",,,Fritz Fullriede,Stanislav Poplavsky,,"March 4–18, 1945","Kolberg, Pomerania, Germany(now Kołobrzeg, Poland)",Soviet and Polish victory,"10,000","28,000+",,,,100,Battle of Kolberg,East Pomeranian Offensive,,https://en.wikipedia.org/wiki/Battle_of_Kolberg_(1945)
Germany,Soviet Union   Poland,,Unknown,"234,360 
 
 55,315 killed or missing 
 179,045 wounded [1] 
 Materiel destroyed or captured 
 
 1,027 tanks and self-propelled guns [2] 
 1,005 guns and mortars [2] 
 1,073 aircraft [2]",,,Walter Weiß   Dietrich von Saucken ( 2nd Army ),Konstantin Rokossovsky ( 2nd Belorussian Front ),,24 February – 4 April 1945,"Pomerania, Danzig-West Prussia inside Germany",Soviet victory,Unknown,"996,100 [1]",,,,1,East Pomeranian Offensive,Eastern Front,Battle of Kolberg,https://en.wikipedia.org/wiki/East_Pomeranian_Offensive
Bulgaria       Soviet Union   Yugoslavia,Germany,,"2,500","10,000",,,Vladimir Stoychev  Mikhail N. Sharokhin [1]   Kosta Nađ,Maximilian de Angelis   W. von Erdmannsdorff,,6–21 March 1945,Drava river valley and Transdanubian Hills,Allied victory,Bulgarian 1st Army Soviet 57th Army Yugoslav 3rd Army,2nd Panzer Army LXXXXI Corps,,,,100,Battle of the Transdanubian Hills,Operation Spring Awakening,,https://en.wikipedia.org/wiki/Battle_of_the_Transdanubian_Hills
Germany   Hungary,Soviet Union   Bulgaria   Yugoslav Partisans,,"German attack (6–15 March 1945):   Germany 
 
 Army Group South : 12,358 men [2] , 31 tracked AFVs destroyed [2] , 1 APC destroyed [3] 
 Army Group F : Unknown 
  Unknown
 Soviet counter-offensive (16 March–15 April 1945) :
 
 ~30,000 killed 
 ~125,000 captured [4] 
 1,345 tanks and assault guns lost [5] [a] 
 2,250 guns and mortars lost [5] 
 446 armour personnel carriers [7] 
 200+ aircraft","German attack (6–15 March 1945) : 
 
 32,899 men 
 8,492 killed or missing 
 24,407 wounded and sick [8] 
 152 tracked AFVs destroyed [2] 
 415 anti-tank guns destroyed [2] 
   Soviet counter-offensive (16 March–15 April 1945) : 
 
 167,940 men  [9] 
 38,661 killed 
 129,279 wounded and sick 
 Bulgarian casualties: 
 
 9,805 men [10] 
 2,698 killed 
 7,017 wounded and sick",,,Otto Wöhler ( Army Group South )   Maximilian von Weichs ( Army Group F ),Fyodor Tolbukhin ( 3rd Ukrainian Front ),,German attack: 6–16 March 1945Soviet counterattack: 16 March - 15 April 1945,"Lake Balaton, HungaryCoordinates: 46°59′N 18°21′E﻿ / ﻿46.983°N 18.350°E﻿ / 46.983; 18.350",Soviet victory,"6 March: [1] 
 
 25 divisions 
 297,903 men (ration strength) 
 595 tanks and assault guns 
 600 guns","6 March: [1] 
 
 55 divisions 
 465,000 men (ration strength) 
 407 tanks and assault guns 
 2,600 guns and mortars",,,,1,Operation Spring Awakening,Eastern Front,Battle of the Transdanubian Hills,https://en.wikipedia.org/wiki/Operation_Spring_Awakening
,,,,,,,,,,,,,,,,,,100,Operation Margarethe,Eastern Front,,https://en.wikipedia.org/wiki/Operation_Margarethe
Bulgaria   Soviet Union   Yugoslav Partisans,Germany   Hungary   Independent State of Croatia,,,,,,Vladimir Stoychev   Mikhail Sharokhin,Otto Wöhler,,26 March – 15 April 1945,Western Hungary,Bulgarian-Soviet victory,"1st Bulgarian Army 
 57th Army 
 6th Guards Rifle Corps 
 64th Rifle Corps 
 133rd Rifle Corps 
 27th Army 
 Yugoslav Partisans","2nd Panzer Army 
 67th Panzer Corps 
 22nd Army Corps 
 Hungarian Units 
 Croatian Units",,,,100,Nagykanizsa–Kermend Offensive,Eastern Front,,https://en.wikipedia.org/wiki/Nagykanizsa%E2%80%93Kermend_Offensive
Germany   Hungary,Soviet Union   Bulgaria     Austrian Resistance,,"16 March-15 April:  ~30,000 killed 125,000 captured [2] 1,345 tanks and assault guns lost [3] [a] 2,250 guns and mortars lost [3]","16 March-15 April:  167,940 overall 38,661 killed 129,279 wounded 603 tanks and assault guns lost [3] 764 guns and mortars lost [3] [5] [b]",,,Rudolf von Bünau   Wilhelm Bittrich,Fyodor Tolbukhin   Vladimir Stoychev,,2 April – 13 April 1945(1 week and 4 days),"Vienna, Nazi Germany",Soviet and Bulgarian victory,"16 March: [1] 25 divisions 270,000 men 772 tanks and assault guns 957 armored personnel carriers 434 guns","16 March: [1] 77 divisions 1,171,800 men 1,600 tanks and assault guns 5,425 guns",,,,100,Vienna Offensive,Eastern Front,,https://en.wikipedia.org/wiki/Vienna_Offensive
Nazi Germany,Soviet Union,,"Soviet claim:  80,000 KIA or POW",Unknown,,,Hans Gollnick ( Army Detachment Samland ) Dietrich von Saucken ( Armee Ostpreußen ),Hovhannes Bagramyan ( Zemland Army Group ),,"April 13, 1945 – April 25, 1945","Sambia, East Prussia (now Kaliningrad Oblast)",Soviet Victory,,,,,,100,Samland Offensive,Eastern Front,,https://en.wikipedia.org/wiki/Samland_Offensive
Soviet Union   Poland,Germany,,"30,000–33,000 killed [1] [2] 
 
Estimate based on Soviet data: 5,000–6,000 killed and missing out of ~20,000 total casualties [3]","12,000  killed [1]",,,Georgy Zhukov Vasily Chuikov,Gotthard Heinrici Ferdinand Schörner,,16–19 April 1945,"Seelow Heights, Province of Brandenburg, Prussia, Germany52°31′47.3″N 14°25′33.9″E﻿ / ﻿52.529806°N 14.426083°E﻿ / 52.529806; 14.426083Coordinates: 52°31′47.3″N 14°25′33.9″E﻿ / ﻿52.529806°N 14.426083°E﻿ / 52.529806; 14.426083","Soviet/Polish victory, Complete encirclement of German capital","1,000,000 men 3,059 tanks 16,934 guns and mortars","112,143 men 587 tanks 2,625 guns",,,,100,Battle of the Seelow Heights,Battle of the Oder-Neisse,,https://en.wikipedia.org/wiki/Battle_of_the_Seelow_Heights
Soviet Union   Poland,Germany,,"24,000 killed [ citation needed ]","50,000 killed [ citation needed ]",,,Georgy Zhukov   Vasily Chuikov,Gotthard Heinrici     Ferdinand Schörner,,April 1945,"Oder–Neisse, Germany52°31′47.3″N 14°25′33.9″E﻿ / ﻿52.529806°N 14.426083°E﻿ / 52.529806; 14.426083Coordinates: 52°31′47.3″N 14°25′33.9″E﻿ / ﻿52.529806°N 14.426083°E﻿ / 52.529806; 14.426083",Soviet victory,"2,500,000","300,000",,,,3,Battle of the Oder-Neisse,Battle of Berlin,Battle of the Seelow Heights,https://en.wikipedia.org/wiki/Battle_of_the_Oder-Neisse
Germany,Soviet Union,,"Over 35,000 [ citation needed ]  - 60,000 killed and 120,000 captured (25,000 escaped from pocket) 
 10,000 civilians killed","Less than 20,000 killed [ citation needed ]",,,Theodor Busse Walther Wenck,Georgy Zhukov Ivan Konev,,"April 24 – May 1, 1945","Halbe, Germany52°6′24″N 13°42′3″E﻿ / ﻿52.10667°N 13.70083°E﻿ / 52.10667; 13.70083Coordinates: 52°6′24″N 13°42′3″E﻿ / ﻿52.10667°N 13.70083°E﻿ / 52.10667; 13.70083",Soviet victory,"80,000
 
 
 79 tanks 
 150 armored vehicles","280,000",,,,100,Battle of Halbe,Battle of Berlin,,https://en.wikipedia.org/wiki/Battle_of_Halbe
Soviet Union   Poland,Germany,,"Archival research   (operational total) 
 81,116 dead or missing [10] 
 280,251 sick or wounded 
 1,997 tanks and SPGs destroyed [11] 
 2,108 artillery pieces 
 917 aircraft [11]","Estimated:   92,000–100,000 killed 
 220,000 wounded [12] [e] 
 480,000 captured [13] 
 Inside Berlin Defence Area: 
 about 22,000 military dead 
 22,000 civilian dead [14]",,,"Joseph Stalin 
 
 1st Belorussian Front : 
 Georgy Zhukov 
 2nd Belorussian Front :
 
 Konstantin Rokossovsky 
 1st Ukrainian Front :
 
 Ivan Konev","Adolf Hitler   † 
 
 Army Group Vistula : 
 Gotthard Heinrici 
 Kurt von Tippelskirch   [a] 
 Army Group Centre :
 
 Ferdinand Schörner 
 Berlin Defence Area:
 
 Hellmuth Reymann 
 Helmuth Weidling   [b] 
 Rudolf Sieckenius   † 
 Robert Ritter von Greim",,16 April – 2 May 1945(2 weeks and 2 days),"Berlin, Germany52°31′N 13°23′E﻿ / ﻿52.517°N 13.383°E﻿ / 52.517; 13.383Coordinates: 52°31′N 13°23′E﻿ / ﻿52.517°N 13.383°E﻿ / 52.517; 13.383","Soviet victory

Suicide of Adolf Hitler and deaths of other high-ranking Nazi officials
Unconditional surrender of the Berlin city garrison on 2 May
Capitulation of German forces still fighting the battle outside Berlin on 8/9 May, following the unconditional surrender of all German forces
End of World War II in Europe and the destruction of Nazi Germany","Total strength:
 2,300,000 soldiers (+155,900-200,000 Polish Army in the East ) [1] [2] 
 6,250 tanks and SP guns [2] 
 7,500 aircraft [2] 
 41,600 artillery pieces. [3] [4] 
 For the  investment  and assault on the Berlin Defence Area: about 1,500,000 soldiers [5]","Total strength: 
 36 divisions [6] 
 766,750 soldiers [7] 
 1,519  AFVs [8] 
 2,224 aircraft [9] 
 9,303 artillery pieces [7] [c] 
 In the Berlin Defence Area: about 45,000 soldiers, supplemented by the police force,  Hitler Youth , and 40,000  Volkssturm [5] [d]",,,Soviets occupy what would become East Germany during the Partition of Germany later that year.,1,Battle of Berlin,Eastern Front,April – May 1945,https://en.wikipedia.org/wiki/Battle_of_Berlin
Nazi Germany,Soviet Union   Poland,,"1,598 killed. [3]","Poland: 4,902 killed [3]    2,798 missing [3]    10,532 wounded [3]    250 tanks [3]   Soviet Union: unknown",,,Ferdinand Schörner   Wilhelm Schmalz   Hermann von Oppeln-Bronikowski,Ivan Konev  Vladimir Kostylev   Karol Świerczewski,,21–30 April 1945,"Bautzen, Germany and surrounding rural areas",German Victory [1][2],"50,000  300 tanks [3]    600 artillery pieces  497 AFV's","Polish Army: 90,000 [3]    500 tanks [3]    Soviet Army: at least 20,000",,,,100,Battle of Bautzen (1945),Eastern Front,April 1945,https://en.wikipedia.org/wiki/Battle_of_Bautzen_(1945)
"Axis :   Germany   Hungary [1]   Slovak Republic 
 
   POHG","Allies :   Soviet Union   Czechoslovakia   Romania   Poland 
 
 
   Russian Liberation Army",,"Some 860,000 captured; remainder killed, missing in action, or fled","49,348 [5]  1,730 [4]  887 [4]  533 [4] [a] 
 
 
  300",,,Ferdinand Schörner   Lothar Rendulic,"Ivan Konev   Rodion Malinovsky   Andrey Yeryomenko   Karel Klapálek   Vasile Atanasiu   Nicolae Dăscălescu   Karol Świerczewski 
 
 
   Sergei Bunyachenko",,6–11 May 1945(5 days),"Prague, Czechoslovakia",Decisive Allied victory,"Army Group Centre: 600,000–650,000 [2] Army Group Ostmark: 430,000 [3]  9,370 [1]","1,770,700 [4]  139,500 [4]  69,500 [4]  48,400 [4] 
 
 
  18,000",,,,100,Prague Offensive,Eastern Front,,https://en.wikipedia.org/wiki/Prague_Offensive
Yugoslav Partisans,Independent State of Croatia,,"10,000–12,000","1,750",,,Miloš Zekić Mato Belić [1] Spaso Mičić [2]   †,Petar Rajkovačić [3]   † Ibrahim Pjanić [2] Ivan Čalušić [4] Avdaga Hasić [2],,19 April 1945 – 25 May 1945(1 month and 6 days),"Odžak, Independent State of Croatia (present day Bosnia and Herzegovina)45°00′N 18°16′E﻿ / ﻿45.00°N 18.26°E﻿ / 45.00; 18.26",Partisan pyrrhic victory,"35,000 soldiers","1,800 soldiers [6]",,,,100,Battle of Odzak,Eastern Front,19 April-25 May 1945,https://en.wikipedia.org/wiki/Battle_of_Odzak
