date,boro,cause_1,cause_10,cause_11,cause_12,cause_13,cause_14,cause_15,cause_2,cause_3,cause_4,cause_5,cause_6,cause_7,cause_8,cause_9,complaints,events_1,events_10,events_11,events_12,events_13,events_14,events_15,events_2,events_3,events_4,events_5,events_6,events_7,events_8,events_9
2019-01-10,BRONX,HEAT/HOT WATER,WATER LEAK,Request Large Bulky Item Collection,FLOORING/STAIRS,ELECTRIC,GENERAL,Traffic Signal Condition,UNSANITARY CONDITION,PAINT/PLASTER,Noise - Residential,PLUMBING,DOOR/WINDOW,Illegal Parking,Blocked Driveway,Street Condition,"(1440,)",441,39.0,37.0,31.0,30.0,25.0,20.0,86,74.0,69.0,62.0,59.0,53.0,44.0,40.0
2019-01-10,BROOKLYN,HEAT/HOT WATER,Electronics Waste,DOOR/WINDOW,Noise - Residential,Water System,PLUMBING,Missed Collection (All Materials),Request Large Bulky Item Collection,Illegal Parking,Blocked Driveway,Street Light Condition,UNSANITARY CONDITION,General Construction/Plumbing,Street Condition,PAINT/PLASTER,"(2377,)",374,53.0,52.0,51.0,50.0,47.0,47.0,195,159.0,124.0,96.0,83.0,70.0,68.0,55.0
2019-01-10,MANHATTAN,HEAT/HOT WATER,DOOR/WINDOW,Homeless Person Assistance,PLUMBING,Noise - Commercial,Noise - Street/Sidewalk,PAINT/PLASTER,Noise - Residential,Illegal Parking,Noise,Request Large Bulky Item Collection,Water System,Street Condition,General Construction/Plumbing,UNSANITARY CONDITION,"(1193,)",247,24.0,23.0,21.0,20.0,20.0,20.0,68,56.0,51.0,46.0,40.0,38.0,25.0,24.0
2019-01-10,QUEENS,Request Large Bulky Item Collection,Derelict Vehicle,Missed Collection (All Materials),Traffic Signal Condition,Dirty Conditions,Building/Use,Derelict Vehicles,HEAT/HOT WATER,Blocked Driveway,Illegal Parking,Street Light Condition,Street Condition,Water System,General Construction/Plumbing,Noise - Residential,"(1708,)",188,45.0,41.0,41.0,35.0,35.0,33.0,163,113.0,113.0,81.0,64.0,63.0,58.0,49.0
2019-01-10,STATEN ISLAND,Street Condition,Traffic Signal Condition,DOF Property - Payment Issue,Blocked Driveway,Sanitation Condition,Derelict Vehicle,Dirty Conditions,Request Large Bulky Item Collection,Electronics Waste,Water System,Missed Collection (All Materials),Illegal Parking,Street Light Condition,HEAT/HOT WATER,Sidewalk Condition,"(469,)",65,15.0,13.0,11.0,9.0,9.0,7.0,45,35.0,32.0,31.0,28.0,24.0,17.0,16.0
2019-01-10,Unspecified,DOF Parking - Payment Issue,For Hire Vehicle Complaint,DOF Parking - Request Status,Ferry Inquiry,DOF Parking - DMV Clearance,Forms,Taxi Report,HPD Literature Request,Benefit Card Replacement,Question,Highway Condition,Street Condition,Maintenance or Facility,Traffic Signal Condition,DOF Parking - Request Copy,"(111,)",32,2.0,2.0,2.0,1.0,1.0,1.0,19,19.0,8.0,5.0,4.0,3.0,3.0,3.0
2019-01-11,NYC,HEAT/HOT WATER,Noise,Street Condition,PAINT/PLASTER,PLUMBING,General Construction/Plumbing,DOOR/WINDOW,Noise - Residential,Graffiti,Illegal Parking,Request Large Bulky Item Collection,Blocked Driveway,Street Light Condition,UNSANITARY CONDITION,Water System,"(9201,)",2203,197.0,194.0,193.0,169.0,162.0,148.0,551,482.0,446.0,428.0,407.0,309.0,264.0,206.0
2019-01-11,BRONX,HEAT/HOT WATER,Graffiti,Request Large Bulky Item Collection,DOOR/WINDOW,Street Condition,Water System,ELECTRIC,Noise - Residential,UNSANITARY CONDITION,Street Light Condition,PAINT/PLASTER,Blocked Driveway,Illegal Parking,PLUMBING,WATER LEAK,"(1779,)",691,30.0,30.0,29.0,28.0,27.0,25.0,157,80.0,76.0,65.0,64.0,60.0,55.0,46.0
2019-01-11,BROOKLYN,HEAT/HOT WATER,Water System,General Construction/Plumbing,PLUMBING,DOOR/WINDOW,Street Condition,Missed Collection (All Materials),Graffiti,Blocked Driveway,Request Large Bulky Item Collection,Illegal Parking,Noise - Residential,Street Light Condition,UNSANITARY CONDITION,PAINT/PLASTER,"(2972,)",657,65.0,59.0,56.0,55.0,53.0,49.0,274,162.0,155.0,143.0,129.0,92.0,90.0,66.0
2019-01-11,MANHATTAN,HEAT/HOT WATER,DOOR/WINDOW,Street Light Condition,PAINT/PLASTER,Water System,PLUMBING,GENERAL,Noise - Residential,Graffiti,Noise,Illegal Parking,Request Large Bulky Item Collection,UNSANITARY CONDITION,General Construction/Plumbing,Noise - Commercial,"(1932,)",543,42.0,42.0,40.0,29.0,29.0,29.0,153,119.0,94.0,66.0,51.0,50.0,45.0,43.0
2019-01-11,QUEENS,HEAT/HOT WATER,Traffic Signal Condition,UNSANITARY CONDITION,Missed Collection (All Materials),Derelict Vehicles,Building/Use,Noise,Request Large Bulky Item Collection,Blocked Driveway,Illegal Parking,Noise - Residential,Street Light Condition,Water System,Derelict Vehicle,Street Condition,"(1875,)",290,41.0,39.0,36.0,36.0,36.0,34.0,164,154.0,146.0,96.0,75.0,62.0,47.0,42.0
2019-01-11,STATEN ISLAND,Graffiti,Noise - Residential,Sidewalk Condition,Noise,Derelict Vehicles,Blocked Driveway,Derelict Vehicle,Street Condition,Missed Collection (All Materials),Electronics Waste,Illegal Parking,Request Large Bulky Item Collection,Water System,Street Light Condition,HEAT/HOT WATER,"(501,)",53,16.0,15.0,15.0,13.0,13.0,9.0,43,43.0,32.0,30.0,28.0,23.0,23.0,22.0
2019-01-11,Unspecified,Benefit Card Replacement,Taxi Complaint,Ferry Complaint,Street Condition,Housing Options,Bridge Condition,Broken Parking Meter,HPD Literature Request,DOF Parking - Payment Issue,DCA / DOH New License Application Request,Highway Condition,OEM Literature Request,DOF Parking - Request Status,For Hire Vehicle Complaint,Maintenance or Facility,"(142,)",43,3.0,3.0,3.0,2.0,2.0,2.0,20,13.0,13.0,11.0,4.0,4.0,3.0,3.0
2019-01-12,NYC,HEAT/HOT WATER,Water System,PLUMBING,Missed Collection (All Materials),PAINT/PLASTER,Electronics Waste,WATER LEAK,Noise - Residential,Illegal Parking,Blocked Driveway,Request Large Bulky Item Collection,Noise - Commercial,Street Condition,UNSANITARY CONDITION,Noise,"(6645,)",1762,135.0,125.0,123.0,115.0,99.0,86.0,797,387.0,380.0,311.0,203.0,161.0,161.0,158.0
2019-01-12,BRONX,HEAT/HOT WATER,APPLIANCE,Request Large Bulky Item Collection,Noise - Commercial,ELECTRIC,Street Sign - Missing,Noise,Noise - Residential,Blocked Driveway,UNSANITARY CONDITION,Illegal Parking,PAINT/PLASTER,PLUMBING,WATER LEAK,DOOR/WINDOW,"(1474,)",635,21.0,19.0,17.0,15.0,15.0,14.0,236,67.0,63.0,45.0,35.0,31.0,29.0,25.0
2019-01-12,BROOKLYN,HEAT/HOT WATER,Water System,Electronics Waste,Noise,DOOR/WINDOW,PAINT/PLASTER,Derelict Vehicles,Noise - Residential,Illegal Parking,Blocked Driveway,Request Large Bulky Item Collection,Noise - Commercial,Street Condition,UNSANITARY CONDITION,PLUMBING,"(2110,)",509,47.0,47.0,46.0,41.0,40.0,37.0,220,139.0,127.0,113.0,71.0,60.0,58.0,53.0
2019-01-12,MANHATTAN,HEAT/HOT WATER,Street Condition,Taxi Complaint,Noise - Vehicle,PLUMBING,Traffic Signal Condition,Homeless Person Assistance,Noise - Residential,Noise - Commercial,Noise,Illegal Parking,Noise - Street/Sidewalk,Broken Parking Meter,Request Large Bulky Item Collection,For Hire Vehicle Complaint,"(1297,)",396,21.0,21.0,20.0,19.0,17.0,16.0,217,77.0,58.0,52.0,28.0,28.0,28.0,23.0
2019-01-12,QUEENS,HEAT/HOT WATER,Sewer,Noise - Commercial,Noise,Dirty Conditions,PAINT/PLASTER,UNSANITARY CONDITION,Blocked Driveway,Illegal Parking,Request Large Bulky Item Collection,Noise - Residential,Street Condition,Water System,Missed Collection (All Materials),Derelict Vehicle,"(1448,)",202,32.0,32.0,31.0,29.0,28.0,24.0,162,133.0,121.0,114.0,54.0,54.0,44.0,40.0
2019-01-12,STATEN ISLAND,Electronics Waste,Blocked Driveway,Dirty Conditions,Derelict Vehicle,Sewer,Noise - Commercial,Sanitation Condition,Request Large Bulky Item Collection,Missed Collection (All Materials),HEAT/HOT WATER,Illegal Parking,Street Condition,Noise - Residential,Noise,Water System,"(278,)",33,9.0,8.0,7.0,6.0,6.0,5.0,30,23.0,20.0,17.0,14.0,10.0,9.0,9.0
2019-01-12,Unspecified,Benefit Card Replacement,Illegal Parking,Ferry Complaint,Consumer Complaint,Housing Options,,,HPD Literature Request,Traffic Signal Condition,Highway Condition,Taxi Complaint,Broken Parking Meter,For Hire Vehicle Complaint,Maintenance or Facility,DCA / DOH New License Application Request,"(38,)",14,1.0,1.0,1.0,1.0,,,8,3.0,2.0,2.0,2.0,1.0,1.0,1.0
2019-01-13,NYC,Noise - Residential,Electronics Waste,Water System,Derelict Vehicle,Sanitation Condition,UNSANITARY CONDITION,Dirty Conditions,HEAT/HOT WATER,Request Large Bulky Item Collection,Illegal Parking,Blocked Driveway,Noise - Commercial,Street Condition,Missed Collection (All Materials),Noise,"(5108,)",831,90.0,86.0,72.0,70.0,64.0,61.0,826,452.0,395.0,371.0,212.0,165.0,112.0,105.0
2019-01-13,BRONX,Noise - Residential,Street Condition,WATER LEAK,DOOR/WINDOW,Rodent,Sanitation Condition,ELECTRIC,HEAT/HOT WATER,Blocked Driveway,Illegal Parking,UNSANITARY CONDITION,Request Large Bulky Item Collection,PAINT/PLASTER,Noise - Commercial,Noise - Street/Sidewalk,"(999,)",271,13.0,12.0,12.0,12.0,11.0,10.0,257,85.0,48.0,26.0,22.0,21.0,21.0,13.0
2019-01-13,BROOKLYN,HEAT/HOT WATER,Noise,Water System,Sanitation Condition,PLUMBING,Derelict Vehicles,Traffic Signal Condition,Noise - Residential,Request Large Bulky Item Collection,Illegal Parking,Blocked Driveway,Noise - Commercial,Missed Collection (All Materials),Street Condition,Electronics Waste,"(1658,)",263,35.0,31.0,30.0,26.0,26.0,22.0,207,189.0,130.0,105.0,68.0,51.0,50.0,37.0
2019-01-13,MANHATTAN,HEAT/HOT WATER,Homeless Person Assistance,Taxi Complaint,Traffic Signal Condition,Missed Collection (All Materials),Water System,UNSANITARY CONDITION,Noise - Residential,Noise - Commercial,Request Large Bulky Item Collection,Noise,Illegal Parking,Noise - Street/Sidewalk,Street Condition,Noise - Vehicle,"(983,)",208,17.0,15.0,13.0,13.0,13.0,11.0,207,75.0,49.0,45.0,42.0,29.0,23.0,20.0
2019-01-13,QUEENS,Blocked Driveway,Missed Collection (All Materials),Electronics Waste,Dirty Conditions,Noise,Sewer,Sanitation Condition,Request Large Bulky Item Collection,Illegal Parking,Noise - Residential,HEAT/HOT WATER,Street Condition,Noise - Commercial,Derelict Vehicle,Water System,"(1199,)",160,28.0,23.0,20.0,19.0,15.0,13.0,156,156.0,123.0,92.0,66.0,44.0,39.0,28.0
2019-01-13,STATEN ISLAND,Request Large Bulky Item Collection,Water System,HEAT/HOT WATER,Traffic Signal Condition,Noise - Commercial,Dirty Conditions,Street Light Condition,Electronics Waste,Noise - Residential,Illegal Parking,Street Condition,Blocked Driveway,Missed Collection (All Materials),Sanitation Condition,Derelict Vehicle,"(229,)",36,7.0,6.0,5.0,4.0,4.0,4.0,30,23.0,19.0,13.0,12.0,11.0,10.0,8.0
2019-01-13,Unspecified,Benefit Card Replacement,Violation of Park Rules,Highway Sign - Damaged,,,,,HPD Literature Request,Highway Condition,Housing Options,Maintenance or Facility,Question,Forms,Taxi Complaint,DPR Internal,"(40,)",15,1.0,1.0,,,,,11,4.0,2.0,2.0,1.0,1.0,1.0,1.0
2019-01-14,NYC,HEAT/HOT WATER,Street Condition,PLUMBING,Water System,DOOR/WINDOW,WATER LEAK,Noise,Request Large Bulky Item Collection,Illegal Parking,Graffiti,Noise - Residential,Street Light Condition,Blocked Driveway,UNSANITARY CONDITION,PAINT/PLASTER,"(10408,)",2696,261.0,250.0,234.0,198.0,167.0,166.0,572,484.0,405.0,387.0,377.0,375.0,341.0,284.0
2019-01-14,BRONX,HEAT/HOT WATER,Illegal Parking,Request Large Bulky Item Collection,Water System,FLOORING/STAIRS,GENERAL,ELECTRIC,Street Light Condition,UNSANITARY CONDITION,Noise - Residential,PAINT/PLASTER,PLUMBING,DOOR/WINDOW,Blocked Driveway,WATER LEAK,"(2234,)",936,47.0,38.0,34.0,32.0,27.0,26.0,119,113.0,112.0,95.0,66.0,64.0,64.0,61.0
2019-01-14,BROOKLYN,HEAT/HOT WATER,Street Light Condition,DOOR/WINDOW,Derelict Vehicles,Electronics Waste,WATER LEAK,Water System,Graffiti,Request Large Bulky Item Collection,Illegal Parking,Blocked Driveway,PAINT/PLASTER,UNSANITARY CONDITION,Noise - Residential,PLUMBING,"(3431,)",829,87.0,77.0,76.0,64.0,60.0,54.0,260,215.0,196.0,163.0,107.0,106.0,103.0,88.0
2019-01-14,MANHATTAN,HEAT/HOT WATER,PAINT/PLASTER,For Hire Vehicle Complaint,DOOR/WINDOW,Water System,Noise - Commercial,Graffiti,Noise - Residential,Noise,Street Light Condition,Illegal Parking,Street Condition,PLUMBING,UNSANITARY CONDITION,Request Large Bulky Item Collection,"(1863,)",583,41.0,35.0,32.0,32.0,30.0,29.0,98,96.0,65.0,62.0,60.0,60.0,50.0,44.0
2019-01-14,QUEENS,HEAT/HOT WATER,Street Condition,Noise - Residential,UNSANITARY CONDITION,General Construction/Plumbing,Sewer,PLUMBING,Request Large Bulky Item Collection,Illegal Parking,Blocked Driveway,Graffiti,Water System,Street Light Condition,Derelict Vehicle,ELECTRIC,"(2176,)",303,65.0,64.0,55.0,35.0,34.0,34.0,211,155.0,135.0,84.0,84.0,80.0,72.0,70.0
2019-01-14,STATEN ISLAND,Street Condition,Sidewalk Condition,Sanitation Condition,PAINT/PLASTER,Derelict Vehicle,Derelict Vehicles,Sewer,Request Large Bulky Item Collection,Electronics Waste,HEAT/HOT WATER,Water System,Street Light Condition,Illegal Parking,Graffiti,UNSANITARY CONDITION,"(563,)",66,15.0,14.0,13.0,12.0,11.0,11.0,64,54.0,45.0,30.0,25.0,23.0,22.0,17.0
2019-01-14,Unspecified,DOF Parking - Payment Issue,DOF Parking - Request Copy,DOF Parking - Request Status,DOF Parking - DMV Clearance,Consumer Complaint,Traffic Signal Condition,Ferry Inquiry,Benefit Card Replacement,HPD Literature Request,Highway Condition,DCA / DOH New License Application Request,Question,OEM Literature Request,Housing Options,Maintenance or Facility,"(141,)",32,2.0,2.0,2.0,2.0,1.0,1.0,31,22.0,15.0,5.0,4.0,4.0,3.0,3.0
2019-01-15,NYC,HEAT/HOT WATER,Street Condition,PLUMBING,Noise,DOOR/WINDOW,General Construction/Plumbing,Derelict Vehicles,Request Large Bulky Item Collection,Illegal Parking,Noise - Residential,Blocked Driveway,Graffiti,UNSANITARY CONDITION,Water System,PAINT/PLASTER,"(8589,)",1372,233.0,232.0,217.0,160.0,149.0,149.0,571,477.0,407.0,385.0,296.0,295.0,284.0,282.0
2019-01-15,BRONX,HEAT/HOT WATER,Street Light Condition,Request Large Bulky Item Collection,FLOORING/STAIRS,GENERAL,Street Condition,Water System,UNSANITARY CONDITION,Noise - Residential,PAINT/PLASTER,PLUMBING,Blocked Driveway,WATER LEAK,Illegal Parking,DOOR/WINDOW,"(1765,)",487,49.0,46.0,44.0,32.0,28.0,27.0,121,112.0,110.0,93.0,81.0,62.0,58.0,49.0
2019-01-15,BROOKLYN,HEAT/HOT WATER,Derelict Vehicles,PLUMBING,Electronics Waste,General Construction/Plumbing,Street Condition,WATER LEAK,Request Large Bulky Item Collection,Illegal Parking,Graffiti,Blocked Driveway,Water System,Noise - Residential,UNSANITARY CONDITION,PAINT/PLASTER,"(2851,)",389,80.0,69.0,64.0,61.0,59.0,54.0,209,208.0,148.0,137.0,126.0,118.0,107.0,97.0
2019-01-15,MANHATTAN,HEAT/HOT WATER,PLUMBING,UNSANITARY CONDITION,General Construction/Plumbing,Water System,Street Light Condition,Noise - Commercial,Noise,Noise - Residential,Graffiti,PAINT/PLASTER,Request Large Bulky Item Collection,Street Condition,Illegal Parking,DOOR/WINDOW,"(1640,)",320,38.0,37.0,32.0,31.0,31.0,29.0,116,106.0,104.0,58.0,56.0,52.0,45.0,40.0
2019-01-15,QUEENS,Request Large Bulky Item Collection,Missed Collection (All Materials),Derelict Vehicles,PLUMBING,General Construction/Plumbing,Electronics Waste,UNSANITARY CONDITION,HEAT/HOT WATER,Blocked Driveway,Illegal Parking,Water System,Derelict Vehicle,Street Condition,Noise - Residential,Building/Use,"(1741,)",204,39.0,35.0,31.0,31.0,29.0,29.0,156,150.0,150.0,84.0,69.0,63.0,57.0,41.0
2019-01-15,STATEN ISLAND,Request Large Bulky Item Collection,Illegal Parking,Water System,Noise,Noise - Residential,Derelict Vehicles,General Construction/Plumbing,Electronics Waste,Graffiti,Street Condition,Missed Collection (All Materials),Sidewalk Condition,HEAT/HOT WATER,Derelict Vehicle,Dirty Conditions,"(463,)",56,16.0,16.0,15.0,14.0,11.0,10.0,44,39.0,30.0,26.0,22.0,20.0,18.0,16.0
2019-01-15,Unspecified,Benefit Card Replacement,Consumer Complaint,Taxi Compliment,Question,Forms,Maintenance or Facility,Broken Parking Meter,DOF Parking - Payment Issue,HPD Literature Request,Highway Condition,DCA / DOH New License Application Request,Street Light Condition,DPR Internal,SCRIE,For Hire Vehicle Complaint,"(129,)",44,2.0,2.0,2.0,2.0,2.0,1.0,18,14.0,11.0,8.0,4.0,3.0,3.0,2.0
2019-01-16,NYC,HEAT/HOT WATER,PAINT/PLASTER,PLUMBING,Noise,General Construction/Plumbing,DOOR/WINDOW,Missed Collection (All Materials),Request Large Bulky Item Collection,Illegal Parking,Blocked Driveway,Street Light Condition,Noise - Residential,Street Condition,UNSANITARY CONDITION,Water System,"(8176,)",1147,223.0,222.0,180.0,164.0,145.0,141.0,514,481.0,363.0,357.0,351.0,310.0,282.0,226.0
2019-01-16,BRONX,HEAT/HOT WATER,WATER LEAK,Street Condition,Request Large Bulky Item Collection,ELECTRIC,FLOORING/STAIRS,APPLIANCE,UNSANITARY CONDITION,Noise - Residential,PAINT/PLASTER,DOOR/WINDOW,PLUMBING,Blocked Driveway,Street Light Condition,Illegal Parking,"(1527,)",382,43.0,35.0,34.0,31.0,28.0,28.0,117,87.0,80.0,69.0,67.0,65.0,57.0,45.0
2019-01-16,BROOKLYN,HEAT/HOT WATER,PAINT/PLASTER,Water System,General Construction/Plumbing,Derelict Vehicles,WATER LEAK,Missed Collection (All Materials),Request Large Bulky Item Collection,Illegal Parking,Street Light Condition,Blocked Driveway,Noise - Residential,PLUMBING,Street Condition,UNSANITARY CONDITION,"(2785,)",384,85.0,70.0,70.0,62.0,57.0,57.0,194,186.0,135.0,132.0,101.0,92.0,88.0,86.0
2019-01-16,MANHATTAN,HEAT/HOT WATER,UNSANITARY CONDITION,General Construction/Plumbing,PAINT/PLASTER,Taxi Complaint,Noise - Street/Sidewalk,Homeless Person Assistance,Noise,Noise - Residential,Illegal Parking,Street Condition,Request Large Bulky Item Collection,For Hire Vehicle Complaint,Noise - Commercial,Water System,"(1403,)",221,36.0,33.0,31.0,31.0,31.0,28.0,93,91.0,78.0,64.0,50.0,43.0,43.0,39.0
2019-01-16,QUEENS,Request Large Bulky Item Collection,General Construction/Plumbing,Sanitation Condition,UNSANITARY CONDITION,Missed Collection (All Materials),ELECTRIC,PLUMBING,Blocked Driveway,Illegal Parking,HEAT/HOT WATER,Street Light Condition,Water System,Street Condition,Derelict Vehicle,Noise - Residential,"(1847,)",190,44.0,40.0,38.0,36.0,34.0,33.0,153,149.0,148.0,125.0,77.0,68.0,60.0,57.0
2019-01-16,STATEN ISLAND,Street Condition,Noise - Residential,Sanitation Condition,Street Light Condition,HEAT/HOT WATER,General Construction/Plumbing,PAINT/PLASTER,Request Large Bulky Item Collection,Electronics Waste,Sidewalk Condition,Missed Collection (All Materials),Illegal Parking,Water System,Dirty Conditions,Derelict Vehicle,"(462,)",52,15.0,14.0,14.0,12.0,8.0,7.0,46,36.0,25.0,24.0,22.0,19.0,17.0,16.0
2019-01-16,Unspecified,Benefit Card Replacement,Ferry Complaint,Street Condition,Maintenance or Facility,School Maintenance,Ferry Inquiry,For Hire Vehicle Complaint,DOF Parking - Payment Issue,HPD Literature Request,DCA / DOH New License Application Request,Question,DOF Parking - Request Copy,DOF Parking - Request Status,Highway Condition,Street Light Condition,"(152,)",50,3.0,3.0,2.0,2.0,2.0,1.0,28,26.0,5.0,5.0,5.0,4.0,4.0,3.0
2019-01-17,NYC,HEAT/HOT WATER,PAINT/PLASTER,PLUMBING,Water System,Noise,Derelict Vehicles,Missed Collection (All Materials),Illegal Parking,Request Large Bulky Item Collection,Noise - Residential,Graffiti,Blocked Driveway,Street Light Condition,Street Condition,UNSANITARY CONDITION,"(8395,)",1378,249.0,234.0,202.0,180.0,158.0,154.0,492,449.0,412.0,360.0,350.0,283.0,267.0,265.0
2019-01-17,BRONX,HEAT/HOT WATER,WATER LEAK,Request Large Bulky Item Collection,GENERAL,ELECTRIC,Street Condition,FLOORING/STAIRS,Noise - Residential,PAINT/PLASTER,PLUMBING,UNSANITARY CONDITION,Illegal Parking,Blocked Driveway,Street Light Condition,DOOR/WINDOW,"(1626,)",499,39.0,32.0,32.0,30.0,29.0,28.0,126,90.0,87.0,76.0,60.0,51.0,50.0,39.0
2019-01-17,BROOKLYN,HEAT/HOT WATER,Street Light Condition,PLUMBING,Water System,Electronics Waste,Sanitation Condition,General Construction/Plumbing,Illegal Parking,Request Large Bulky Item Collection,Blocked Driveway,Noise - Residential,UNSANITARY CONDITION,Derelict Vehicles,PAINT/PLASTER,Street Condition,"(2549,)",402,79.0,76.0,48.0,47.0,47.0,46.0,170,170.0,138.0,104.0,88.0,86.0,84.0,83.0
2019-01-17,MANHATTAN,Graffiti,PAINT/PLASTER,PLUMBING,UNSANITARY CONDITION,General Construction/Plumbing,Street Condition,DOOR/WINDOW,HEAT/HOT WATER,Noise - Residential,Illegal Parking,Noise,Street Light Condition,Request Large Bulky Item Collection,Noise - Commercial,Water System,"(1883,)",347,50.0,46.0,46.0,38.0,35.0,34.0,287,105.0,83.0,79.0,57.0,52.0,51.0,50.0
2019-01-17,QUEENS,HEAT/HOT WATER,Missed Collection (All Materials),UNSANITARY CONDITION,Noise,Derelict Vehicles,Building/Use,Sanitation Condition,Request Large Bulky Item Collection,Illegal Parking,Blocked Driveway,Street Light Condition,Street Condition,Noise - Residential,Water System,Derelict Vehicle,"(1789,)",174,55.0,46.0,43.0,39.0,34.0,30.0,156,144.0,143.0,76.0,73.0,71.0,70.0,56.0
2019-01-17,STATEN ISLAND,Street Condition,Sidewalk Condition,Water System,Noise,Derelict Vehicle,UNSANITARY CONDITION,Derelict Vehicles,Request Large Bulky Item Collection,Illegal Parking,Electronics Waste,Missed Collection (All Materials),Street Light Condition,Dirty Conditions,HEAT/HOT WATER,Sanitation Condition,"(428,)",46,14.0,13.0,11.0,9.0,9.0,8.0,39,34.0,30.0,27.0,19.0,19.0,16.0,15.0
