,address_type,agency,agency_name,bbl,borough,bridge_highway_direction,bridge_highway_name,bridge_highway_segment,city,closed_date,community_board,complaint_type,created_date,cross_street_1,cross_street_2,descriptor,due_date,facility_type,incident_address,incident_zip,intersection_street_1,intersection_street_2,landmark,latitude,location,location_type,longitude,open_data_channel_type,park_borough,park_facility_name,resolution_action_updated_date,resolution_description,road_ramp,status,street_name,taxi_pick_up_location,unique_key,x_coordinate_state_plane,y_coordinate_state_plane
179,ADDRESS,NYPD,New York City Police Department,1014370049,MANHATTAN,,,,NEW YORK,,08 MANHATTAN,Noise - Vehicle,2019-06-14T01:18:28.000,EAST 62 STREET,EAST 63 STREET,Car/Truck Horn,2019-06-14T09:18:28.000,Precinct,1190 2 AVENUE,10065,,,,40.76282051213206,"{'type': 'Point', 'coordinates': [-73.962717431256, 40.762820512132]}",Street/Sidewalk,-73.96271743125608,MOBILE,MANHATTAN,Unspecified,,Your complaint has been forwarded to the New York Police Department for a non-emergency response. Your complaint will take priority over other non-emergency complaints. 311 will have additional information in 8 hours. Please note your service request number for future reference.,,Open,2 AVENUE,,42960390,994578,217195
180,ADDRESS,NYPD,New York City Police Department,3015620015,BROOKLYN,,,,BROOKLYN,,16 BROOKLYN,Noise - Residential,2019-06-14T01:19:18.000,SARATOGA AVENUE,ROOSEVELT PLACE,Banging/Pounding,2019-06-14T09:19:18.000,Precinct,1122 HERKIMER STREET,11233,,,,40.67780732828988,"{'type': 'Point', 'coordinates': [-73.916213933545, 40.67780732829]}",Residential Building/House,-73.91621393354495,MOBILE,BROOKLYN,Unspecified,,Your complaint has been forwarded to the New York Police Department for a non-emergency response. Your complaint will take priority over other non-emergency complaints. 311 will have additional information in 8 hours. Please note your service request number for future reference.,,Open,HERKIMER STREET,,42961293,1007490,186231
181,ADDRESS,NYPD,New York City Police Department,4120370137,QUEENS,,,,JAMAICA,,12 QUEENS,Blocked Driveway,2019-06-14T01:20:25.000,DEAD END,143 STREET,No Access,2019-06-14T09:20:25.000,Precinct,142-33 122 AVENUE,11436,,,,40.67522940740347,"{'type': 'Point', 'coordinates': [-73.796876963082, 40.675229407403]}",Street/Sidewalk,-73.79687696308184,PHONE,QUEENS,Unspecified,2019-06-14T02:07:08.000,Your complaint has been received by the Police Department and additional information will be available later.,,Assigned,122 AVENUE,,42956479,1040593,185346
182,ADDRESS,NYPD,New York City Police Department,4095380008,QUEENS,,,,SOUTH RICHMOND HILL,,10 QUEENS,Noise - Commercial,2019-06-14T01:20:39.000,115 STREET,116 STREET,Banging/Pounding,2019-06-14T09:20:39.000,Precinct,115-22 LIBERTY AVENUE,11419,,,,40.68576439562681,"{'type': 'Point', 'coordinates': [-73.827464394832, 40.685764395627]}",Club/Bar/Restaurant,-73.82746439483222,ONLINE,QUEENS,Unspecified,2019-06-14T02:20:35.000,Your complaint has been received by the Police Department and additional information will be available later.,,Assigned,LIBERTY AVENUE,,42961779,1032101,189166
183,ADDRESS,TLC,Taxi and Limousine Commission,1004077503,MANHATTAN,,,,NEW YORK,,03 MANHATTAN,Taxi Complaint,2019-06-14T01:21:16.000,AVENUE A,AVENUE B,Driver Complaint,2019-06-28T01:21:16.000,N/A,510 EAST 14 STREET,10009,,,,40.73021990741235,"{'type': 'Point', 'coordinates': [-73.97984522288, 40.730219907412]}",,-73.97984522287986,ONLINE,MANHATTAN,Unspecified,,The Taxi and Limousine Commission will contact you within 14 days to confirm your complaint details. Please note your Service Request number for future reference.,,Open,EAST 14 STREET,Other,42964160,989836,205316
184,ADDRESS,NYPD,New York City Police Department,1021060320,MANHATTAN,,,,NEW YORK,,10 MANHATTAN,Noise - Residential,2019-06-14T01:21:40.000,BEND,HARLEM RIVER DRIVE EXIT 23 SB,Banging/Pounding,2019-06-14T09:21:40.000,Precinct,159-38 HARLEM RIVER DRIVE,10039,,,,40.83336445148282,"{'type': 'Point', 'coordinates': [-73.935456037559, 40.833364451483]}",Residential Building/House,-73.93545603755923,MOBILE,MANHATTAN,Unspecified,,Your complaint has been forwarded to the New York Police Department for a non-emergency response. Your complaint will take priority over other non-emergency complaints. 311 will have additional information in 8 hours. Please note your service request number for future reference.,,Open,HARLEM RIVER DRIVE,,42954804,1002111,242901
185,ADDRESS,NYPD,New York City Police Department,5005410020,STATEN ISLAND,,,,STATEN ISLAND,2019-06-14T02:16:22.000,01 STATEN ISLAND,Noise - Residential,2019-06-14T01:22:03.000,CEDAR STREET,GORDON STREET,Loud Talking,2019-06-14T09:22:03.000,Precinct,215 BROAD STREET,10304,,,,40.623967219444296,"{'type': 'Point', 'coordinates': [-74.081603902553, 40.623967219444]}",Residential Building/House,-74.08160390255297,ONLINE,STATEN ISLAND,Unspecified,2019-06-14T02:16:22.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,Closed,BROAD STREET,,42955475,961597,166615
186,INTERSECTION,DOT,Department of Transportation,,BRONX,,,,BRONX,,03 BRONX,Street Condition,2019-06-14T01:23:00.000,,,Pothole,,N/A,,10460,EAST 172 STREET,HOE AVENUE,,40.833737868553094,"{'type': 'Point', 'coordinates': [-73.888802767543, 40.833737868553]}",,-73.88880276754286,UNKNOWN,BRONX,Unspecified,2019-06-14T01:23:00.000,The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair.,,Open,,,42959586,1015021,243050
187,ADDRESS,NYPD,New York City Police Department,5005410020,STATEN ISLAND,,,,STATEN ISLAND,2019-06-14T02:16:21.000,01 STATEN ISLAND,Noise - Residential,2019-06-14T01:23:20.000,CEDAR STREET,GORDON STREET,Loud Talking,2019-06-14T09:23:20.000,Precinct,215 BROAD STREET,10304,,,,40.623967219444296,"{'type': 'Point', 'coordinates': [-74.081603902553, 40.623967219444]}",Residential Building/House,-74.08160390255297,ONLINE,STATEN ISLAND,Unspecified,2019-06-14T02:16:21.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,Closed,BROAD STREET,,42964664,961597,166615
188,ADDRESS,NYPD,New York City Police Department,4038230020,QUEENS,,,,RIDGEWOOD,2019-06-14T02:31:44.000,05 QUEENS,Noise - Street/Sidewalk,2019-06-14T01:23:24.000,78 AVENUE,MYRTLE AVENUE,Loud Talking,2019-06-14T09:23:24.000,Precinct,78-21 73 PLACE,11385,,,,40.70367885601213,"{'type': 'Point', 'coordinates': [-73.875938376272, 40.703678856012]}",Street/Sidewalk,-73.87593837627178,MOBILE,QUEENS,Unspecified,2019-06-14T01:36:33.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,Closed,73 PLACE,,42955497,1018648,195670
189,ADDRESS,NYPD,New York City Police Department,5005410020,STATEN ISLAND,,,,STATEN ISLAND,2019-06-14T02:16:21.000,01 STATEN ISLAND,Noise - Residential,2019-06-14T01:24:40.000,CEDAR STREET,GORDON STREET,Loud Talking,2019-06-14T09:24:40.000,Precinct,215 BROAD STREET,10304,,,,40.623967219444296,"{'type': 'Point', 'coordinates': [-74.081603902553, 40.623967219444]}",Residential Building/House,-74.08160390255297,ONLINE,STATEN ISLAND,Unspecified,2019-06-14T02:16:21.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,Closed,BROAD STREET,,42960658,961597,166615
190,ADDRESS,NYPD,New York City Police Department,3000680001,BROOKLYN,,,,BROOKLYN,,02 BROOKLYN,Noise - Residential,2019-06-14T01:24:44.000,BQE WESTBOUND ENTRANCE SANDS ST,BIKE PATH,Banging/Pounding,2019-06-14T09:24:44.000,Precinct,177 SANDS STREET,11201,,,,40.699800319891985,"{'type': 'Point', 'coordinates': [-73.983615937489, 40.699800319892]}",Residential Building/House,-73.98361593748928,ONLINE,BROOKLYN,Unspecified,,Your complaint has been forwarded to the New York Police Department for a non-emergency response. Your complaint will take priority over other non-emergency complaints. 311 will have additional information in 8 hours. Please note your service request number for future reference.,,Open,SANDS STREET,,42959945,988793,194233
191,ADDRESS,NYPD,New York City Police Department,2033260113,BRONX,,,,BRONX,,07 BRONX,Noise - Residential,2019-06-14T01:25:03.000,JEROME AVENUE,KOSSUTH AVENUE,Loud Music/Party,2019-06-14T09:25:03.000,Precinct,25 EAST MOSHOLU PARKWAY NORTH,10467,,,,40.87979417816743,"{'type': 'Point', 'coordinates': [-73.883435227363, 40.879794178167]}",Residential Building/House,-73.88343522736254,PHONE,BRONX,Unspecified,2019-06-14T02:13:17.000,Your complaint has been received by the Police Department and additional information will be available later.,,Assigned,EAST MOSHOLU PARKWAY NORTH,,42960650,1016484,259832
192,ADDRESS,NYPD,New York City Police Department,2033240099,BRONX,,,,BRONX,,07 BRONX,Noise - Residential,2019-06-14T01:26:45.000,EAST MOSHOLU PARKWAY NORTH,KNOX PLACE,Loud Music/Party,2019-06-14T09:26:45.000,Precinct,19 WEST MOSHOLU PARKWAY NORTH,10467,,,,40.88114260201706,"{'type': 'Point', 'coordinates': [-73.884210363664, 40.881142602017]}",Residential Building/House,-73.88421036366356,PHONE,BRONX,Unspecified,2019-06-14T02:22:52.000,Your complaint has been received by the Police Department and additional information will be available later.,,Assigned,WEST MOSHOLU PARKWAY NORTH,,42958038,1016269,260323
193,ADDRESS,NYPD,New York City Police Department,3075760001,BROOKLYN,,,,BROOKLYN,,14 BROOKLYN,Noise - Residential,2019-06-14T01:27:15.000,NOSTRAND AVENUE,EAST 31 STREET,Loud Music/Party,2019-06-14T09:27:15.000,Precinct,3021 AVENUE I,11210,,,,40.62920731644996,"{'type': 'Point', 'coordinates': [-73.947034182054, 40.62920731645]}",Residential Building/House,-73.9470341820541,PHONE,BROOKLYN,Unspecified,2019-06-14T01:55:58.000,Your complaint has been received by the Police Department and additional information will be available later.,,Assigned,AVENUE I,,42960634,998952,168518
194,ADDRESS,NYPD,New York City Police Department,2030250013,BRONX,,,,BRONX,,05 BRONX,Noise - Commercial,2019-06-14T01:27:15.000,MARION AVENUE,WEBSTER AVENUE,Loud Music/Party,2019-06-14T09:27:15.000,Precinct,374 EAST 188 STREET,10458,,,,40.860108157867955,"{'type': 'Point', 'coordinates': [-73.893711414423, 40.860108157868]}",Store/Commercial,-73.89371141442312,MOBILE,BRONX,Unspecified,2019-06-14T01:37:34.000,Your complaint has been received by the Police Department and additional information will be available later.,,Assigned,EAST 188 STREET,,42957822,1013651,252656
195,ADDRESS,NYPD,New York City Police Department,1022430030,MANHATTAN,,,,NEW YORK,,12 MANHATTAN,Noise - Commercial,2019-06-14T01:27:21.000,WEST 213 STREET,WEST 214 STREET,Loud Music/Party,2019-06-14T09:27:21.000,Precinct,5009 BROADWAY,10034,,,,40.86919848126981,"{'type': 'Point', 'coordinates': [-73.916988776013, 40.86919848127]}",Store/Commercial,-73.91698877601316,MOBILE,MANHATTAN,Unspecified,2019-06-14T02:40:27.000,Your complaint has been received by the Police Department and additional information will be available later.,,Assigned,BROADWAY,,42961748,1007209,255961
196,ADDRESS,NYPD,New York City Police Department,3000680001,BROOKLYN,,,,BROOKLYN,,02 BROOKLYN,Noise - Residential,2019-06-14T01:28:20.000,BQE WESTBOUND ENTRANCE SANDS ST,BIKE PATH,Banging/Pounding,2019-06-14T09:28:20.000,Precinct,177 SANDS STREET,11201,,,,40.699800319891985,"{'type': 'Point', 'coordinates': [-73.983615937489, 40.699800319892]}",Residential Building/House,-73.98361593748928,ONLINE,BROOKLYN,Unspecified,,Your complaint has been forwarded to the New York Police Department for a non-emergency response. Your complaint will take priority over other non-emergency complaints. 311 will have additional information in 8 hours. Please note your service request number for future reference.,,Open,SANDS STREET,,42961292,988793,194233
197,ADDRESS,NYPD,New York City Police Department,3039240009,BROOKLYN,,,,BROOKLYN,2019-06-14T02:06:06.000,05 BROOKLYN,Noise - Residential,2019-06-14T01:28:21.000,RIDGEWOOD AVENUE,ARLINGTON AVENUE,Loud Music/Party,2019-06-14T09:28:21.000,Precinct,61 ASHFORD STREET,11207,,,,40.68135872290225,"{'type': 'Point', 'coordinates': [-73.88693324861, 40.681358722902]}",Residential Building/House,-73.8869332486099,ONLINE,BROOKLYN,Unspecified,2019-06-14T02:06:06.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,Closed,ASHFORD STREET,,42958858,1015610,187534
198,ADDRESS,NYPD,New York City Police Department,4126790012,QUEENS,,,,SAINT ALBANS,,12 QUEENS,Illegal Parking,2019-06-14T01:29:42.000,120 AVENUE,122 AVENUE,Blocked Hydrant,2019-06-14T09:29:42.000,Precinct,120-12 196 STREET,11412,,,,40.68887669367383,"{'type': 'Point', 'coordinates': [-73.753449654285, 40.688876693674]}",Street/Sidewalk,-73.75344965428489,ONLINE,QUEENS,Unspecified,,Your complaint has been forwarded to the New York Police Department for a non-emergency response. Your complaint will take priority over other non-emergency complaints. 311 will have additional information in 8 hours. Please note your service request number for future reference.,,Open,196 STREET,,42957514,1052625,190349
199,ADDRESS,NYPD,New York City Police Department,4131730033,QUEENS,,,,SPRINGFIELD GARDENS,,13 QUEENS,Blocked Driveway,2019-06-14T01:29:54.000,137 AVENUE,FRANCIS LEWIS BOULEVARD,No Access,2019-06-14T09:29:54.000,Precinct,137-05 231 STREET,11413,,,,40.67185335352581,"{'type': 'Point', 'coordinates': [-73.740873646032, 40.671853353526]}",Street/Sidewalk,-73.74087364603207,PHONE,QUEENS,Unspecified,,"Your complaint has been forwarded to the New York Police Department for a non-emergency response. If the police determine the vehicle is illegally parked, they will ticket the vehicle and then you may either contact a private towing company to remove the vehicle or ask your local precinct to contact 'rotation tow'. Any fees charged for towing will have to be paid by the vehicle owner. 311 will have additional information in 8 hours. Please note your service request number for future reference.",,Open,231 STREET,,42964111,1056131,184157
200,ADDRESS,NYPD,New York City Police Department,,BROOKLYN,,,,BROOKLYN,,07 BROOKLYN,Noise - Commercial,2019-06-14T01:31:04.000,3 AVENUE,4 AVENUE,Loud Music/Party,2019-06-14T09:31:04.000,Precinct,355 49 STREET,11220,,,,40.647564949012754,"{'type': 'Point', 'coordinates': [-74.01286851895, 40.647564949013]}",Store/Commercial,-74.01286851894983,MOBILE,BROOKLYN,Unspecified,,Your complaint has been forwarded to the New York Police Department for a non-emergency response. Your complaint will take priority over other non-emergency complaints. 311 will have additional information in 8 hours. Please note your service request number for future reference.,,Open,49 STREET,,42964397,980679,175202
201,ADDRESS,NYPD,New York City Police Department,4004700200,QUEENS,,,,LONG ISLAND CITY,,01 QUEENS,Noise - Residential,2019-06-14T01:33:20.000,40 AVENUE,41 AVENUE,Loud Music/Party,2019-06-14T09:33:20.000,Precinct,40-12 12 STREET,11101,,,,40.75580513573093,"{'type': 'Point', 'coordinates': [-73.943049724961, 40.755805135731]}",Residential Building/House,-73.94304972496144,PHONE,QUEENS,Unspecified,,Your complaint has been forwarded to the New York Police Department for a non-emergency response. Your complaint will take priority over other non-emergency complaints. 311 will have additional information in 8 hours. Please note your service request number for future reference.,,Open,12 STREET,,42963306,1000028,214642
202,ADDRESS,DSNY,Department of Sanitation,1014150021,MANHATTAN,,,,NEW YORK,,08 MANHATTAN,Request Large Bulky Item Collection,2019-06-14T01:34:00.000,3 AVENUE,2 AVENUE,Request Large Bulky Item Collection,,N/A,252 EAST   61 STREET,10065,,,,40.762305064954575,"{'type': 'Point', 'coordinates': [-73.964504583622, 40.762305064955]}",Sidewalk,-73.96450458362197,PHONE,MANHATTAN,Unspecified,2019-06-15T00:00:00.000,The Department of Sanitation has sent this complaint to the appropriate district garage or bureau for further action.,,Assigned,EAST   61 STREET,,42955810,994083,217007
203,ADDRESS,NYPD,New York City Police Department,3080330071,BROOKLYN,,,,BROOKLYN,,18 BROOKLYN,Blocked Driveway,2019-06-14T01:34:39.000,AVENUE J,AVENUE K,Partial Access,2019-06-14T09:34:39.000,Precinct,1076 EAST 82 STREET,11236,,,,40.63368197966457,"{'type': 'Point', 'coordinates': [-73.908703306925, 40.633681979665]}",Street/Sidewalk,-73.90870330692506,MOBILE,BROOKLYN,Unspecified,2019-06-14T01:50:52.000,Your complaint has been received by the Police Department and additional information will be available later.,,Assigned,EAST 82 STREET,,42961688,1009590,170157
204,ADDRESS,NYPD,New York City Police Department,4007280071,QUEENS,,,,ASTORIA,,01 QUEENS,Illegal Parking,2019-06-14T01:36:27.000,30 ROAD,31 AVENUE,Commercial Overnight Parking,2019-06-14T09:36:27.000,Precinct,30-46 47 STREET,11103,,,,40.76001128729536,"{'type': 'Point', 'coordinates': [-73.910414417133, 40.760011287295]}",Street/Sidewalk,-73.91041441713259,ONLINE,QUEENS,Unspecified,,Your complaint has been forwarded to the New York Police Department for a non-emergency response. Your complaint will take priority over other non-emergency complaints. 311 will have additional information in 8 hours. Please note your service request number for future reference.,,Open,47 STREET,,42954864,1009068,216182
205,ADDRESS,DOHMH,Department of Health and Mental Hygiene,4130450001,QUEENS,,,,SPRINGFIELD GARDENS,,13 QUEENS,Indoor Air Quality,2019-06-14T01:36:37.000,140 AVENUE,141 AVENUE,Chemical Vapors/Gases/Odors,2019-07-14T01:36:37.000,N/A,140-15 SPRINGFIELD BOULEVARD,11413,,,,40.67224130529814,"{'type': 'Point', 'coordinates': [-73.756377096898, 40.672241305298]}",3+ Family Apartment Building,-73.75637709689832,PHONE,QUEENS,Unspecified,,"The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in complainant contact or an inspection. You may be contacted if you provided a phone number.  Status will be available 45 days after the date of your complaint by calling 311. If you are experiencing medical symptoms, please seek medical attention or consult the NYC Poison Control Center. Please note your Service Request number for future reference.",,Open,SPRINGFIELD BOULEVARD,,42959275,1051830,184286
206,ADDRESS,NYPD,New York City Police Department,4067030002,QUEENS,,,,FLUSHING,,08 QUEENS,Illegal Parking,2019-06-14T01:37:04.000,150 STREET,153 STREET,Blocked Hydrant,2019-06-14T09:37:04.000,Precinct,150-39 75 AVENUE,11367,,,,40.72538900851246,"{'type': 'Point', 'coordinates': [-73.815784269733, 40.725389008512]}",Street/Sidewalk,-73.81578426973272,MOBILE,QUEENS,Unspecified,2019-06-14T02:11:13.000,Your complaint has been received by the Police Department and additional information will be available later.,,Assigned,75 AVENUE,,42962769,1035310,203609
207,ADDRESS,NYPD,New York City Police Department,,QUEENS,,,,FLUSHING,,08 QUEENS,Illegal Parking,2019-06-14T01:38:08.000,153 STREET,KISSENA BOULEVARD,Blocked Hydrant,2019-06-14T09:38:08.000,Precinct,153-39 75 AVENUE,11367,,,,40.726251701676055,"{'type': 'Point', 'coordinates': [-73.812899188246, 40.726251701676]}",Street/Sidewalk,-73.81289918824595,MOBILE,QUEENS,Unspecified,2019-06-14T02:12:14.000,Your complaint has been received by the Police Department and additional information will be available later.,,Assigned,75 AVENUE,,42956265,1036109,203925
208,ADDRESS,NYPD,New York City Police Department,3039240009,BROOKLYN,,,,BROOKLYN,2019-06-14T02:06:06.000,05 BROOKLYN,Noise - Street/Sidewalk,2019-06-14T01:38:12.000,RIDGEWOOD AVENUE,ARLINGTON AVENUE,Loud Music/Party,2019-06-14T09:38:12.000,Precinct,61 ASHFORD STREET,11207,,,,40.68135872290225,"{'type': 'Point', 'coordinates': [-73.88693324861, 40.681358722902]}",Street/Sidewalk,-73.8869332486099,ONLINE,BROOKLYN,Unspecified,2019-06-14T02:06:06.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,Closed,ASHFORD STREET,,42963324,1015610,187534
209,ADDRESS,NYPD,New York City Police Department,2033430204,BRONX,,,,BRONX,,07 BRONX,Noise - Residential,2019-06-14T01:38:20.000,TRYON AVENUE,KINGS COLLEGE PLACE,Loud Music/Party,2019-06-14T09:38:20.000,Precinct,250 EAST GUN HILL ROAD,10467,,,,40.87991826767398,"{'type': 'Point', 'coordinates': [-73.876086861472, 40.879918267674]}",Residential Building/House,-73.87608686147225,ONLINE,BRONX,Unspecified,2019-06-14T02:13:18.000,Your complaint has been received by the Police Department and additional information will be available later.,,Assigned,EAST GUN HILL ROAD,,42963304,1018516,259880
210,ADDRESS,NYPD,New York City Police Department,1013230030,MANHATTAN,,,,NEW YORK,,06 MANHATTAN,Noise - Street/Sidewalk,2019-06-14T01:39:32.000,3 AVENUE,2 AVENUE,Loud Talking,2019-06-14T09:39:32.000,Precinct,242 EAST 50 STREET,10022,,,,40.755389807659796,"{'type': 'Point', 'coordinates': [-73.9697564105, 40.75538980766]}",Street/Sidewalk,-73.96975641049997,PHONE,MANHATTAN,Unspecified,,Your complaint has been forwarded to the New York Police Department for a non-emergency response. Your complaint will take priority over other non-emergency complaints. 311 will have additional information in 8 hours. Please note your service request number for future reference.,,Open,EAST 50 STREET,,42963088,992629,214487
211,ADDRESS,NYPD,New York City Police Department,2024650038,BRONX,,,,BRONX,,04 BRONX,Blocked Driveway,2019-06-14T01:39:33.000,EAST 167 STREET,EAST 168 STREET,No Access,2019-06-14T09:39:33.000,Precinct,1245 GRANDVIEW PLACE,10452,,,,40.83564225022632,"{'type': 'Point', 'coordinates': [-73.917717267881, 40.835642250226]}",Street/Sidewalk,-73.91771726788069,PHONE,BRONX,Unspecified,,"Your complaint has been forwarded to the New York Police Department for a non-emergency response. If the police determine the vehicle is illegally parked, they will ticket the vehicle and then you may either contact a private towing company to remove the vehicle or ask your local precinct to contact 'rotation tow'. Any fees charged for towing will have to be paid by the vehicle owner. 311 will have additional information in 8 hours. Please note your service request number for future reference.",,Open,GRANDVIEW PLACE,,42954980,1007019,243735
212,ADDRESS,NYPD,New York City Police Department,3070070001,BROOKLYN,,,,BROOKLYN,,13 BROOKLYN,Noise - Street/Sidewalk,2019-06-14T01:39:39.000,WEST 32 STREET,WEST 33 STREET,Loud Talking,2019-06-14T09:39:39.000,Precinct,3202 NEPTUNE AVENUE,11224,,,,40.577337372682955,"{'type': 'Point', 'coordinates': [-73.999272834603, 40.577337372683]}",Street/Sidewalk,-73.99927283460333,MOBILE,BROOKLYN,Unspecified,2019-06-14T02:17:24.000,Your complaint has been received by the Police Department and additional information will be available later.,,Assigned,NEPTUNE AVENUE,,42964428,984452,149616
213,ADDRESS,NYPD,New York City Police Department,4067030002,QUEENS,,,,FLUSHING,,08 QUEENS,Illegal Parking,2019-06-14T01:39:56.000,150 STREET,153 STREET,Blocked Hydrant,2019-06-14T09:39:56.000,Precinct,150-39 75 AVENUE,11367,,,,40.72538900851246,"{'type': 'Point', 'coordinates': [-73.815784269733, 40.725389008512]}",Street/Sidewalk,-73.81578426973272,MOBILE,QUEENS,Unspecified,2019-06-14T02:12:14.000,Your complaint has been received by the Police Department and additional information will be available later.,,Assigned,75 AVENUE,,42956263,1035310,203609
214,ADDRESS,NYPD,New York City Police Department,2037440019,BRONX,,,,BRONX,,09 BRONX,Noise - Residential,2019-06-14T01:40:45.000,WATSON AVENUE,HARROD PLACE,Banging/Pounding,2019-06-14T09:40:45.000,Precinct,1155 MORRISON AVENUE,10472,,,,40.82805780616101,"{'type': 'Point', 'coordinates': [-73.874232206575, 40.828057806161]}",Residential Building/House,-73.87423220657463,PHONE,BRONX,Unspecified,2019-06-14T02:40:02.000,Your complaint has been received by the Police Department and additional information will be available later.,,Assigned,MORRISON AVENUE,,42958014,1019056,240986
215,ADDRESS,NYPD,New York City Police Department,1021390164,MANHATTAN,,,,NEW YORK,,12 MANHATTAN,Noise - Residential,2019-06-14T01:41:16.000,WEST 170 STREET,WEST 171 STREET,Loud Talking,2019-06-14T09:41:16.000,Precinct,79 HAVEN AVENUE,10032,,,,40.844193358284855,"{'type': 'Point', 'coordinates': [-73.942587328488, 40.844193358285]}",Residential Building/House,-73.942587328488,PHONE,MANHATTAN,Unspecified,,Your complaint has been forwarded to the New York Police Department for a non-emergency response. Your complaint will take priority over other non-emergency complaints. 311 will have additional information in 8 hours. Please note your service request number for future reference.,,Open,HAVEN AVENUE,,42955278,1000135,246845
216,ADDRESS,NYPD,New York City Police Department,3031570027,BROOKLYN,,,,BROOKLYN,2019-06-14T02:14:19.000,04 BROOKLYN,Noise - Street/Sidewalk,2019-06-14T01:42:26.000,GEORGE STREET,MELROSE STREET,Loud Talking,2019-06-14T09:42:26.000,Precinct,36 WILSON AVENUE,11237,,,,40.7029090023457,"{'type': 'Point', 'coordinates': [-73.929620616918, 40.702909002346]}",Street/Sidewalk,-73.9296206169181,MOBILE,BROOKLYN,Unspecified,2019-06-14T02:14:19.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,Closed,WILSON AVENUE,,42962004,1003764,195373
217,ADDRESS,NYPD,New York City Police Department,3019660001,BROOKLYN,,,,BROOKLYN,,02 BROOKLYN,Noise - Residential,2019-06-14T01:44:21.000,GRAND AVENUE,CLASSON AVENUE,Banging/Pounding,2019-06-14T09:44:21.000,Precinct,1 LEXINGTON AVENUE,11238,,,,40.68644181130878,"{'type': 'Point', 'coordinates': [-73.961696448834, 40.686441811309]}",Residential Building/House,-73.96169644883352,PHONE,BROOKLYN,Unspecified,,Your complaint has been forwarded to the New York Police Department for a non-emergency response. Your complaint will take priority over other non-emergency complaints. 311 will have additional information in 8 hours. Please note your service request number for future reference.,,Open,LEXINGTON AVENUE,,42961291,994873,189368
218,ADDRESS,NYPD,New York City Police Department,4131730033,QUEENS,,,,SPRINGFIELD GARDENS,,13 QUEENS,Blocked Driveway,2019-06-14T01:46:12.000,137 AVENUE,FRANCIS LEWIS BOULEVARD,No Access,2019-06-14T09:46:12.000,Precinct,137-05 231 STREET,11413,,,,40.67185335352581,"{'type': 'Point', 'coordinates': [-73.740873646032, 40.671853353526]}",Street/Sidewalk,-73.74087364603207,PHONE,QUEENS,Unspecified,,"Your complaint has been forwarded to the New York Police Department for a non-emergency response. If the police determine the vehicle is illegally parked, they will ticket the vehicle and then you may either contact a private towing company to remove the vehicle or ask your local precinct to contact 'rotation tow'. Any fees charged for towing will have to be paid by the vehicle owner. 311 will have additional information in 8 hours. Please note your service request number for future reference.",,Open,231 STREET,,42964114,1056131,184157
219,ADDRESS,NYPD,New York City Police Department,1006180017,MANHATTAN,,,,NEW YORK,,02 MANHATTAN,Noise - Commercial,2019-06-14T01:46:20.000,7 AVENUE,8 AVENUE,Loud Music/Party,2019-06-14T09:46:20.000,Precinct,232 WEST 14 STREET,10011,,,,40.73899939088531,"{'type': 'Point', 'coordinates': [-74.000761406785, 40.738999390885]}",Store/Commercial,-74.00076140678456,MOBILE,MANHATTAN,Unspecified,,Your complaint has been forwarded to the New York Police Department for a non-emergency response. Your complaint will take priority over other non-emergency complaints. 311 will have additional information in 8 hours. Please note your service request number for future reference.,,Open,WEST 14 STREET,,42956549,984039,208514
220,ADDRESS,NYPD,New York City Police Department,4036030009,QUEENS,,,,MIDDLE VILLAGE,,05 QUEENS,Illegal Parking,2019-06-14T01:46:27.000,65 PLACE,65 LANE,Blocked Hydrant,2019-06-14T09:46:27.000,Precinct,65-33 ADMIRAL AVENUE,11379,,,,40.71108662872287,"{'type': 'Point', 'coordinates': [-73.894886876724, 40.711086628723]}",Street/Sidewalk,-73.89488687672389,ONLINE,QUEENS,Unspecified,2019-06-14T02:20:59.000,Your complaint has been received by the Police Department and additional information will be available later.,,Assigned,ADMIRAL AVENUE,,42961445,1013391,198362
221,ADDRESS,NYPD,New York City Police Department,3019250001,BROOKLYN,,,,BROOKLYN,,03 BROOKLYN,Noise - Residential,2019-06-14T01:47:27.000,WILLOUGHBY AVENUE,DEKALB AVENUE,Loud Music/Party,2019-06-14T09:47:27.000,Precinct,241 TAAFFE PLACE,11205,,,,40.69113738107441,"{'type': 'Point', 'coordinates': [-73.959555409389, 40.691137381074]}",Residential Building/House,-73.95955540938948,MOBILE,BROOKLYN,Unspecified,,Your complaint has been forwarded to the New York Police Department for a non-emergency response. Your complaint will take priority over other non-emergency complaints. 311 will have additional information in 8 hours. Please note your service request number for future reference.,,Open,TAAFFE PLACE,,42963308,995466,191079
