,address_type,agency,agency_name,bbl,borough,bridge_highway_direction,bridge_highway_name,bridge_highway_segment,city,closed_date,community_board,complaint_type,created_date,cross_street_1,cross_street_2,descriptor,due_date,facility_type,incident_address,incident_zip,intersection_street_1,intersection_street_2,latitude,location,location_type,longitude,open_data_channel_type,park_borough,park_facility_name,resolution_action_updated_date,resolution_description,road_ramp,status,street_name,taxi_company_borough,taxi_pick_up_location,unique_key,vehicle_type,x_coordinate_state_plane,y_coordinate_state_plane
37,INTERSECTION,DOHMH,Department of Health and Mental Hygiene,,MANHATTAN,,,,NEW YORK,2019-01-22T00:00:00.000,12 MANHATTAN,Rodent,2019-01-18T00:00:00.000,,,Rat Sighting,2019-02-17T15:10:43.000,N/A,,10034,WEST 212 STREET,BROADWAY,40.86848323435348,"{'type': 'Point', 'coordinates': [-73.918558835404, 40.868483234353]}",Other (Explain Below),-73.91855883540413,ONLINE,MANHATTAN,Unspecified,2019-01-22T00:00:00.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,,,,41460077,,1006775,255700
38,ADDRESS,DOHMH,Department of Health and Mental Hygiene,1013260021,MANHATTAN,,,,NEW YORK,2019-02-05T00:00:00.000,06 MANHATTAN,Rodent,2019-01-18T00:00:00.000,3 AVENUE,2 AVENUE,Rat Sighting,2019-02-17T11:01:41.000,N/A,251 EAST   52 STREET,10022,,,40.75659721104059,"{'type': 'Point', 'coordinates': [-73.968691054921, 40.756597211041]}",Other (Explain Below),-73.9686910549207,ONLINE,MANHATTAN,Unspecified,2019-02-05T00:00:00.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,EAST   52 STREET,,,41460232,,992924,214927
39,LATLONG,DOHMH,Department of Health and Mental Hygiene,,BROOKLYN,,,,BROOKLYN,2019-02-06T00:00:00.000,Unspecified BROOKLYN,Rodent,2019-01-18T00:00:00.000,,,Rat Sighting,2019-02-17T10:23:09.000,N/A,VANDERBILT STREET,11218,,,40.65246042539701,"{'type': 'Point', 'coordinates': [-73.978895665901, 40.652460425397]}",Other (Explain Below),-73.97889566590099,MOBILE,BROOKLYN,Unspecified,2019-02-06T00:00:00.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,VANDERBILT STREET,,,41460356,,990106,176986
40,INTERSECTION,DOHMH,Department of Health and Mental Hygiene,,QUEENS,,,,Forest Hills,2019-02-05T00:00:00.000,06 QUEENS,Rodent,2019-01-18T00:00:00.000,,,Condition Attracting Rodents,2019-02-17T15:56:45.000,N/A,,11375,65 AVENUE,108 STREET,40.73161296333895,"{'type': 'Point', 'coordinates': [-73.848918925684, 40.731612963339]}",3+ Family Apt. Building,-73.84891892568402,PHONE,QUEENS,Unspecified,2019-02-05T00:00:00.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,,,,41460370,,1026122,205859
41,LATLONG,DOHMH,Department of Health and Mental Hygiene,,BRONX,,,,BRONX,2019-01-30T00:00:00.000,Unspecified BRONX,Rodent,2019-01-18T00:00:00.000,,,Signs of Rodents,2019-02-17T15:44:12.000,N/A,110 EAST 149 STREET,10451,,,40.81857812449101,"{'type': 'Point', 'coordinates': [-73.929830674268, 40.818578124491]}",3+ Family Apt. Building,-73.92983067426829,MOBILE,BRONX,Unspecified,2019-01-30T00:00:00.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,EAST 149 STREET,,,41460425,,1003672,237515
42,ADDRESS,DOHMH,Department of Health and Mental Hygiene,1007530039,MANHATTAN,,,,NEW YORK,2019-01-18T00:00:01.000,04 MANHATTAN,Food Poisoning,2019-01-18T00:00:00.000,WEST 29 STREET,WEST 30 STREET,1 or 2,2019-02-01T12:16:23.000,N/A,391 8 AVENUE,10001,,,40.7493415252802,"{'type': 'Point', 'coordinates': [-73.995549951126, 40.74934152528]}",Restaurant/Bar/Deli/Bakery,-73.99554995112614,PHONE,MANHATTAN,Unspecified,2019-02-01T14:25:11.000,"The Department of Health and Mental Hygiene will review your complaint within 24 hours.  Complaints of this type usually result in complainant contact and/or inspection by the agency. Initial status will be available 14 days after the date of your complaint by calling 311. If you are experiencing medical symptoms, please seek medical attention or consult the NYC Poison Control Center which can be reached through 311.   Please note your Service Request number for future reference.",,Closed,8 AVENUE,,,41460811,,985483,212282
43,ADDRESS,DOHMH,Department of Health and Mental Hygiene,5011800001,STATEN ISLAND,,,,STATEN ISLAND,2019-02-01T13:05:18.000,01 STATEN ISLAND,Rodent,2019-01-18T00:00:00.000,MORNINGSTAR ROAD,SANDERS STREET,Mouse Sighting,2019-02-17T10:40:34.000,N/A,1805 FOREST AVENUE,10303,,,40.625156588544,"{'type': 'Point', 'coordinates': [-74.149118142404, 40.625156588544]}",Commercial Building,-74.14911814240419,PHONE,STATEN ISLAND,Unspecified,2019-02-01T13:05:18.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,FOREST AVENUE,,,41460836,,942856,167073
44,INTERSECTION,DOHMH,Department of Health and Mental Hygiene,,BROOKLYN,,,,BROOKLYN,2019-01-30T10:02:44.000,14 BROOKLYN,Unsanitary Animal Pvt Property,2019-01-18T00:00:00.000,,,Dog,2019-02-17T15:49:30.000,N/A,,11210,EAST 28 STREET,FOSTER AVENUE,40.638510806625945,"{'type': 'Point', 'coordinates': [-73.950172329496, 40.638510806626]}",1-2 Family Mixed Use Building,-73.95017232949552,UNKNOWN,BROOKLYN,Unspecified,2019-01-30T10:02:44.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,,,,41460956,,998079,171907
45,ADDRESS,DOHMH,Department of Health and Mental Hygiene,2048400039,BRONX,,,,BRONX,2019-01-22T00:00:00.000,12 BRONX,Rodent,2019-01-18T00:00:00.000,WHITE PLAINS ROAD,BARNES AVENUE,Rat Sighting,2019-02-17T14:47:47.000,N/A,709 EAST  226 STREET,10466,,,40.88839155556548,"{'type': 'Point', 'coordinates': [-73.859676673368, 40.888391555565]}",3+ Family Apt. Building,-73.85967667336823,PHONE,BRONX,Unspecified,2019-01-22T00:00:00.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,EAST  226 STREET,,,41461038,,1023049,262974
46,BLOCKFACE,DOHMH,Department of Health and Mental Hygiene,,BROOKLYN,,,,BROOKLYN,2019-01-24T16:21:40.000,Unspecified BROOKLYN,Rodent,2019-01-18T00:00:00.000,ROGERS AVENUE,NOSTRAND AVENUE,Condition Attracting Rodents,2019-02-17T13:35:53.000,N/A,CARROLL STREET,11225,,,40.66725500222824,"{'type': 'Point', 'coordinates': [-73.95213703648, 40.667255002228]}",Construction Site,-73.95213703647971,PHONE,BROOKLYN,Unspecified,2019-01-24T16:21:40.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,CARROLL STREET,,,41461108,,997528,182379
47,ADDRESS,DOHMH,Department of Health and Mental Hygiene,5012227501,STATEN ISLAND,,,,STATEN ISLAND,2019-02-01T00:00:00.000,01 STATEN ISLAND,Rodent,2019-01-18T00:00:00.000,SPIRIT LANE,FOREST AVENUE,Rat Sighting,2019-02-17T09:36:38.000,N/A,269 MAPLE PARKWAY,10303,,,40.62716128843979,"{'type': 'Point', 'coordinates': [-74.156623071306, 40.62716128844]}",3+ Family Apt. Building,-74.15662307130557,PHONE,STATEN ISLAND,Unspecified,2019-02-01T00:00:00.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,MAPLE PARKWAY,,,41461252,,940774,167807
48,ADDRESS,DOHMH,Department of Health and Mental Hygiene,2026090037,BRONX,,,,BRONX,2019-01-18T00:00:00.000,03 BRONX,Rodent,2019-01-18T00:00:00.000,EAST 167 STREET,EAST 168 STREET,Rat Sighting,2019-02-17T08:48:34.000,N/A,1199 FULTON AVENUE,10456,,,40.83008531217519,"{'type': 'Point', 'coordinates': [-73.904881743947, 40.830085312175]}",3+ Family Apt. Building,-73.90488174394737,PHONE,BRONX,Unspecified,2019-01-18T08:52:57.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,FULTON AVENUE,,,41461260,,1010573,241714
49,ADDRESS,DOHMH,Department of Health and Mental Hygiene,3048180135,BROOKLYN,,,,BROOKLYN,2019-01-24T00:00:00.000,09 BROOKLYN,Rodent,2019-01-18T00:00:00.000,ALBANY AVENUE,TROY AVENUE,Condition Attracting Rodents,2019-02-17T04:08:49.000,N/A,750 FENIMORE STREET,11203,,,40.6594830485505,"{'type': 'Point', 'coordinates': [-73.937588601786, 40.659483048551]}",Other (Explain Below),-73.9375886017862,ONLINE,BROOKLYN,Unspecified,2019-01-24T00:00:00.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,FENIMORE STREET,,,41461477,,1001566,179550
50,LATLONG,DOHMH,Department of Health and Mental Hygiene,,BRONX,,,,BRONX,2019-01-24T00:00:00.000,Unspecified BRONX,Rodent,2019-01-18T00:00:00.000,,,Condition Attracting Rodents,2019-02-17T09:43:07.000,N/A,2010 POWELL AVENUE,10472,,,40.83023008443566,"{'type': 'Point', 'coordinates': [-73.856460446958, 40.830230084436]}",3+ Family Apt. Building,-73.85646044695774,MOBILE,BRONX,Unspecified,2019-01-24T00:00:00.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,POWELL AVENUE,,,41462044,,1023973,241785
51,LATLONG,DOHMH,Department of Health and Mental Hygiene,,BRONX,,,,BRONX,2019-01-18T12:30:32.000,Unspecified BRONX,Rodent,2019-01-18T00:00:00.000,,,Mouse Sighting,2019-02-17T02:20:34.000,N/A,16 EAST 208 STREET,10467,,,40.88022472456014,"{'type': 'Point', 'coordinates': [-73.883069233163, 40.88022472456]}",3+ Family Apt. Building,-73.88306923316256,MOBILE,BRONX,Unspecified,2019-01-18T12:30:32.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,EAST 208 STREET,,,41462165,,1016585,259989
52,LATLONG,DOHMH,Department of Health and Mental Hygiene,,QUEENS,,,,FLUSHING,2019-01-24T00:00:00.000,Unspecified QUEENS,Rodent,2019-01-18T00:00:00.000,,,Rat Sighting,2019-02-17T07:53:05.000,N/A,75-05 150 STREET,11367,,,40.72513112886937,"{'type': 'Point', 'coordinates': [-73.815864354616, 40.725131128869]}",3+ Family Apt. Building,-73.81586435461574,MOBILE,QUEENS,Unspecified,2019-01-24T00:00:00.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,150 STREET,,,41462227,,1035288,203515
53,ADDRESS,DOHMH,Department of Health and Mental Hygiene,3086670747,BROOKLYN,,,,BROOKLYN,2019-01-18T16:58:20.000,13 BROOKLYN,Food Poisoning,2019-01-18T00:00:00.000,BRIGHTON 8 STREET,BRIGHTON 7 STREET,3 or More,2019-02-01T14:03:05.000,N/A,230 NEPTUNE AVENUE,11235,,,40.581566238247646,"{'type': 'Point', 'coordinates': [-73.961749397062, 40.581566238248]}",Other (Explain Below),-73.96174939706233,PHONE,BROOKLYN,Unspecified,2019-01-18T16:58:14.000,"Callers should contact the DOHMH Foodborne Illness unit directly at (646) 632-6103 weekdays from 9AM to 5PM.  DOHMH will review your complaint within 24 hours.  Complaints of this type usually result in complainant contact and/or inspection. Initial status will be available 14 days after the date of your complaint. If you are experiencing medical symptoms, please seek medical attention or consult the NYC Poison Control Center.  Please note your Service Request number for future reference.",,Closed,NEPTUNE AVENUE,,,41462283,,994875,151159
54,LATLONG,DOHMH,Department of Health and Mental Hygiene,,QUEENS,,,,WHITESTONE,2019-01-25T00:00:00.000,Unspecified QUEENS,Rodent,2019-01-18T00:00:00.000,,,Rat Sighting,2019-02-17T06:10:54.000,N/A,19-18 UTOPIA PARKWAY,11357,,,40.77981398023711,"{'type': 'Point', 'coordinates': [-73.794265083082, 40.779813980237]}",Commercial Building,-73.7942650830817,MOBILE,QUEENS,Unspecified,2019-01-25T00:00:00.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,UTOPIA PARKWAY,,,41462438,,1041228,223451
55,LATLONG,DOHMH,Department of Health and Mental Hygiene,,BRONX,,,,BRONX,2019-01-22T15:53:57.000,Unspecified BRONX,Rodent,2019-01-18T00:00:00.000,,,Signs of Rodents,2019-02-17T04:28:43.000,N/A,2140 CRUGER AVENUE,10462,,,40.854823656314544,"{'type': 'Point', 'coordinates': [-73.866398820524, 40.854823656315]}",3+ Family Apt. Building,-73.86639882052427,MOBILE,BRONX,Unspecified,2019-01-22T15:53:57.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,CRUGER AVENUE,,,41462496,,1021209,250741
56,ADDRESS,DOHMH,Department of Health and Mental Hygiene,3010150016,BROOKLYN,,,,BROOKLYN,2019-01-23T00:00:00.000,06 BROOKLYN,Rodent,2019-01-18T00:00:00.000,3 AVENUE,4 AVENUE,Condition Attracting Rodents,2019-02-17T13:12:41.000,N/A,230 10 STREET,11215,,,40.67050342762203,"{'type': 'Point', 'coordinates': [-73.990796799869, 40.670503427622]}",Construction Site,-73.99079679986896,PHONE,BROOKLYN,Unspecified,2019-01-23T00:00:00.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,10 STREET,,,41462552,,986803,183559
57,ADDRESS,DOHMH,Department of Health and Mental Hygiene,2037490001,BRONX,,,,BRONX,,09 BRONX,Rodent,2019-01-18T00:00:00.000,GLEASON AVENUE,WESTCHESTER AVENUE,Rat Sighting,2019-02-17T10:51:11.000,N/A,1220 CROES AVENUE,10472,,,40.82995878816066,"{'type': 'Point', 'coordinates': [-73.870748812939, 40.829958788161]}",3+ Family Apt. Building,-73.87074881293937,PHONE,BRONX,Unspecified,2019-01-18T10:57:50.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Assigned,CROES AVENUE,,,41462923,,1020019,241680
58,INTERSECTION,DOHMH,Department of Health and Mental Hygiene,,BROOKLYN,,,,BROOKLYN,2019-01-29T00:00:00.000,02 BROOKLYN,Rodent,2019-01-18T00:00:00.000,,,Condition Attracting Rodents,2019-02-17T16:54:04.000,N/A,,11217,HOYT STREET,DEAN STREET,40.68650244118955,"{'type': 'Point', 'coordinates': [-73.987859533997, 40.68650244119]}",Construction Site,-73.98785953399751,PHONE,BROOKLYN,Unspecified,2019-01-29T00:00:00.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,,,,41463032,,987617,189388
59,ADDRESS,DOHMH,Department of Health and Mental Hygiene,1012230005,MANHATTAN,,,,NEW YORK,2019-01-23T00:00:00.000,07 MANHATTAN,Rodent,2019-01-18T00:00:00.000,COLUMBUS AVENUE,AMSTERDAM AVENUE,Rat Sighting,2019-02-17T19:03:22.000,N/A,154 WEST   93 STREET,10025,,,40.79170845427802,"{'type': 'Point', 'coordinates': [-73.970801669321, 40.791708454278]}",Other (Explain Below),-73.9708016693213,ONLINE,MANHATTAN,Unspecified,2019-01-23T00:00:00.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,WEST   93 STREET,,,41463067,,992335,227719
60,ADDRESS,DOHMH,Department of Health and Mental Hygiene,3024050026,BROOKLYN,,,,BROOKLYN,2019-01-24T15:03:27.000,01 BROOKLYN,Rodent,2019-01-18T00:00:00.000,SOUTH 1 STREET,SOUTH 2 STREET,Rat Sighting,2019-02-17T19:30:48.000,N/A,318 BEDFORD AVENUE,11249,,,40.713532733558154,"{'type': 'Point', 'coordinates': [-73.961926169291, 40.713532733558]}",3+ Family Apt. Building,-73.96192616929069,ONLINE,BROOKLYN,Unspecified,2019-01-24T15:03:27.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,BEDFORD AVENUE,,,41463084,,994805,199238
61,LATLONG,DOHMH,Department of Health and Mental Hygiene,,BRONX,,,,BRONX,2019-01-22T00:00:00.000,Unspecified BRONX,Rodent,2019-01-18T00:00:00.000,,,Mouse Sighting,2019-02-17T22:15:46.000,N/A,1279 REV JAMES POLITE AVENUE,10459,,,40.82987159529615,"{'type': 'Point', 'coordinates': [-73.895783272449, 40.829871595296]}",3+ Family Apt. Building,-73.89578327244904,MOBILE,BRONX,Unspecified,2019-01-22T00:00:00.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,REV JAMES POLITE AVENUE,,,41463173,,1013091,241639
