,address_type,agency,agency_name,bbl,borough,bridge_highway_direction,bridge_highway_name,bridge_highway_segment,city,closed_date,community_board,complaint_type,created_date,cross_street_1,cross_street_2,descriptor,due_date,facility_type,incident_address,incident_zip,intersection_street_1,intersection_street_2,latitude,location,location_type,longitude,open_data_channel_type,park_borough,park_facility_name,resolution_action_updated_date,resolution_description,road_ramp,status,street_name,taxi_pick_up_location,unique_key,x_coordinate_state_plane,y_coordinate_state_plane
37,ADDRESS,DOHMH,Department of Health and Mental Hygiene,3086630315,BROOKLYN,,,,BROOKLYN,2019-02-01T00:00:00.000,13 BROOKLYN,Rodent,2019-01-27T00:00:00.000,BRIGHTON 3 LANE,BRIGHTON 2 LANE,Condition Attracting Rodents,2019-02-26T12:16:16.000,N/A,2949 BRIGHTON    3 STREET,11235,,,40.579588307187976,"{'type': 'Point', 'coordinates': [-73.9651164834, 40.579588307188]}",Other (Explain Below),-73.96511648340011,PHONE,BROOKLYN,Unspecified,2019-02-01T00:00:00.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,BRIGHTON    3 STREET,,41535690,993940,150438
38,ADDRESS,DOHMH,Department of Health and Mental Hygiene,1016030001,MANHATTAN,,,,NEW YORK,2019-01-27T00:00:00.000,11 MANHATTAN,Rodent,2019-01-27T00:00:00.000,EAST 97 STREET,CENTRAL PARK PATH,Mouse Sighting,2019-02-26T15:36:17.000,N/A,1160 5 AVENUE,10029,,,40.788618385443584,"{'type': 'Point', 'coordinates': [-73.955245748111, 40.788618385444]}",3+ Family Apt. Building,-73.95524574811144,ONLINE,MANHATTAN,Unspecified,2019-01-27T15:40:20.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,5 AVENUE,,41535691,996643,226595
39,ADDRESS,DOHMH,Department of Health and Mental Hygiene,1006940031,MANHATTAN,,,,NEW YORK,2019-02-14T00:00:00.000,04 MANHATTAN,Rodent,2019-01-27T00:00:00.000,10 AVENUE,HIGH LINE,Mouse Sighting,2019-02-26T20:05:51.000,N/A,503 WEST   22 STREET,10011,,,40.74712100706533,"{'type': 'Point', 'coordinates': [-74.004864935881, 40.747121007065]}",3+ Family Apt. Building,-74.00486493588062,PHONE,MANHATTAN,Unspecified,2019-02-14T00:00:00.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,WEST   22 STREET,,41535692,982902,211473
40,ADDRESS,DOHMH,Department of Health and Mental Hygiene,2053210020,BRONX,,,,BRONX,2019-02-04T00:00:00.000,10 BRONX,Rodent,2019-01-27T00:00:00.000,LAYTON AVENUE,FAIRMOUNT AVENUE,Condition Attracting Rodents,2019-02-26T21:55:27.000,N/A,1124 THROGMORTON AVENUE,10465,,,40.83542409107652,"{'type': 'Point', 'coordinates': [-73.821763998111, 40.835424091077]}",1-2 Family Dwelling,-73.82176399811097,ONLINE,BRONX,Unspecified,2019-02-04T00:00:00.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,THROGMORTON AVENUE,,41535745,1033571,243695
41,ADDRESS,DOHMH,Department of Health and Mental Hygiene,1012060010,MANHATTAN,,,,NEW YORK,2019-01-29T13:51:55.000,07 MANHATTAN,Unsanitary Pigeon Condition,2019-01-27T00:00:00.000,CENTRAL PARK WEST,COLUMBUS AVENUE,Pigeon Waste,2019-02-26T13:06:42.000,N/A,55 WEST   92 STREET,10025,,,40.78975348098155,"{'type': 'Point', 'coordinates': [-73.968068761925, 40.789753480982]}",3+ Family Apartment Building,-73.96806876192534,PHONE,MANHATTAN,Unspecified,2019-01-29T13:51:55.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,WEST   92 STREET,,41535752,993092,227007
42,ADDRESS,DOHMH,Department of Health and Mental Hygiene,5023920064,STATEN ISLAND,,,,STATEN ISLAND,2019-02-08T00:00:00.000,02 STATEN ISLAND,Rodent,2019-01-27T00:00:00.000,LEWISTON STREET,BRIDGETOWN STREET,Rat Sighting,2019-02-26T15:39:26.000,N/A,27 BANGOR STREET,10314,,,40.58460603370146,"{'type': 'Point', 'coordinates': [-74.152447813631, 40.584606033701]}",3+ Family Apt. Building,-74.152447813631,PHONE,STATEN ISLAND,Unspecified,2019-02-08T00:00:00.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,BANGOR STREET,,41536252,941906,152301
43,ADDRESS,DOHMH,Department of Health and Mental Hygiene,1005640001,MANHATTAN,,,,NEW YORK,2019-02-05T11:13:34.000,02 MANHATTAN,Food Poisoning,2019-01-27T00:00:00.000,EAST 12 STREET,EAST 13 STREET,1 or 2,2019-02-10T11:11:35.000,N/A,101 UNIVERSITY PLACE,10003,,,40.73400920170113,"{'type': 'Point', 'coordinates': [-73.992707640417, 40.734009201701]}",Restaurant/Bar/Deli/Bakery,-73.9927076404169,ONLINE,MANHATTAN,Unspecified,2019-02-05T11:13:33.000,"The Department of Health and Mental Hygiene will review your complaint within 24 hours.  Complaints of this type usually result in complainant contact and/or inspection by the agency. Initial status will be available 14 days after the date of your complaint by calling 311. If you are experiencing medical symptoms, please seek medical attention or consult the NYC Poison Control Center which can be reached through 311.   Please note your Service Request number for future reference.",,Closed,UNIVERSITY PLACE,,41536353,986271,206696
44,ADDRESS,DOHMH,Department of Health and Mental Hygiene,5007350081,STATEN ISLAND,,,,STATEN ISLAND,2019-02-08T00:00:00.000,01 STATEN ISLAND,Rodent,2019-01-27T00:00:00.000,CARMEL AVENUE,O'CONNOR AVENUE,Condition Attracting Rodents,2019-02-26T09:16:59.000,N/A,2216 VICTORY BOULEVARD,10314,,,40.612034696062125,"{'type': 'Point', 'coordinates': [-74.137318460612, 40.612034696062]}",Commercial Building,-74.13731846061239,ONLINE,STATEN ISLAND,Unspecified,2019-02-08T00:00:00.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,VICTORY BOULEVARD,,41536523,946124,162287
45,ADDRESS,DOHMH,Department of Health and Mental Hygiene,2040340028,BRONX,,,,BRONX,2019-01-29T00:00:00.000,11 BRONX,Rodent,2019-01-27T00:00:00.000,HUNT AVENUE,HOLLAND AVENUE,Condition Attracting Rodents,2019-02-26T16:07:24.000,N/A,725 VAN NEST AVENUE,10462,,,40.84399362252245,"{'type': 'Point', 'coordinates': [-73.864544768915, 40.843993622522]}",1-2 Family Mixed Use Building,-73.86454476891458,ONLINE,BRONX,Unspecified,2019-01-29T00:00:00.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,VAN NEST AVENUE,,41536602,1021728,246796
46,ADDRESS,DOHMH,Department of Health and Mental Hygiene,3001800004,BROOKLYN,,,,BROOKLYN,2019-02-01T00:00:00.000,02 BROOKLYN,Unsanitary Pigeon Condition,2019-01-27T00:00:00.000,3 AVENUE,FLATBUSH AVENUE,Pigeon Waste,2019-02-26T12:13:51.000,N/A,510 STATE STREET,11217,,,40.68583710507458,"{'type': 'Point', 'coordinates': [-73.979977625357, 40.685837105075]}",3+ Family Apartment Building,-73.97997762535694,PHONE,BROOKLYN,Unspecified,2019-02-01T00:00:00.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,STATE STREET,,41536700,989803,189146
47,ADDRESS,DOHMH,Department of Health and Mental Hygiene,1018700035,MANHATTAN,,,,NEW YORK,2019-01-27T00:00:00.000,07 MANHATTAN,Rodent,2019-01-27T00:00:00.000,AMSTERDAM AVENUE,BROADWAY,Condition Attracting Rodents,2019-02-26T15:08:50.000,N/A,200 WEST   99 STREET,10025,,,40.796017220516234,"{'type': 'Point', 'coordinates': [-73.969040904027, 40.796017220516]}",3+ Family Apt. Building,-73.96904090402725,PHONE,MANHATTAN,Unspecified,2019-01-27T15:22:09.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,WEST   99 STREET,,41536710,992822,229289
48,ADDRESS,DOHMH,Department of Health and Mental Hygiene,,QUEENS,,,,JACKSON HEIGHTS,2019-02-05T00:00:01.000,03 QUEENS,Food Poisoning,2019-01-27T00:00:00.000,86 STREET,87 STREET,1 or 2,2019-02-10T20:19:22.000,N/A,NORTHERN BOULEVARD,11372,,,40.75599947818187,"{'type': 'Point', 'coordinates': [-73.881186581598, 40.755999478182]}",Other (Explain Below),-73.88118658159833,PHONE,QUEENS,Unspecified,2019-02-05T11:16:25.000,"The Department of Health and Mental Hygiene will review your complaint within 24 hours.  Complaints of this type usually result in complainant contact and/or inspection by the agency. Initial status will be available 14 days after the date of your complaint by calling 311. If you are experiencing medical symptoms, please seek medical attention or consult the NYC Poison Control Center which can be reached through 311.   Please note your Service Request number for future reference.",,Closed,NORTHERN BOULEVARD,,41536749,1017167,214730
49,LATLONG,DOHMH,Department of Health and Mental Hygiene,,MANHATTAN,,,,NEW YORK,2019-01-27T00:00:00.000,Unspecified MANHATTAN,Rodent,2019-01-27T00:00:00.000,,,Rat Sighting,2019-02-26T11:01:31.000,N/A,268 WEST 134 STREET,10030,,,40.81560094864531,"{'type': 'Point', 'coordinates': [-73.946802746782, 40.815600948645]}",Other (Explain Below),-73.94680274678225,MOBILE,MANHATTAN,Unspecified,2019-01-27T11:03:45.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,WEST 134 STREET,,41537152,998975,236427
50,LATLONG,DOHMH,Department of Health and Mental Hygiene,,BRONX,,,,BRONX,2019-01-27T00:00:00.000,Unspecified BRONX,Rodent,2019-01-27T00:00:00.000,,,Rat Sighting,2019-02-26T23:44:41.000,N/A,1362 GRAND CONCOURSE,10456,,,40.83778310658144,"{'type': 'Point', 'coordinates': [-73.913930843001, 40.837783106581]}",3+ Family Apt. Building,-73.91393084300144,MOBILE,BRONX,Unspecified,2019-01-27T00:00:00.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,GRAND CONCOURSE,,41537171,1008066,244516
51,ADDRESS,DOHMH,Department of Health and Mental Hygiene,3046150006,BROOKLYN,,,,BROOKLYN,2019-01-29T16:13:03.000,17 BROOKLYN,Rodent,2019-01-27T00:00:00.000,RUTLAND ROAD,WINTHROP STREET,Rat Sighting,2019-02-26T09:12:58.000,N/A,82 ROCKAWAY PARKWAY,11212,,,40.66412693536968,"{'type': 'Point', 'coordinates': [-73.923487004012, 40.66412693537]}",3+ Family Mixed Use Building,-73.92348700401172,PHONE,BROOKLYN,Unspecified,2019-01-29T16:13:03.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,ROCKAWAY PARKWAY,,41537173,1005477,181245
52,ADDRESS,DOHMH,Department of Health and Mental Hygiene,1002000030,MANHATTAN,,,,NEW YORK,2019-01-31T12:48:53.000,03 MANHATTAN,Rodent,2019-01-27T00:00:00.000,BAYARD STREET,CANAL STREET,Rat Sighting,2019-02-26T16:19:43.000,N/A,59 MOTT STREET,10013,,,40.71591598057683,"{'type': 'Point', 'coordinates': [-73.998329813985, 40.715915980577]}",Commercial Building,-73.99832981398475,ONLINE,MANHATTAN,Unspecified,2019-01-31T12:48:53.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,MOTT STREET,,41537174,984713,200104
53,ADDRESS,DOHMH,Department of Health and Mental Hygiene,3033520020,BROOKLYN,,,,BROOKLYN,2019-01-29T00:00:00.000,04 BROOKLYN,Rodent,2019-01-27T00:00:00.000,WILSON AVENUE,KNICKERBOCKER AVENUE,Rat Sighting,2019-02-26T11:41:13.000,N/A,256 PALMETTO STREET,11221,,,40.695746077883086,"{'type': 'Point', 'coordinates': [-73.914741688229, 40.695746077883]}",3+ Family Apt. Building,-73.91474168822944,PHONE,BROOKLYN,Unspecified,2019-01-29T00:00:00.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,PALMETTO STREET,,41537175,1007892,192767
54,ADDRESS,DOHMH,Department of Health and Mental Hygiene,2040240045,BRONX,,,,BRONX,2019-01-29T00:00:00.000,11 BRONX,Unsanitary Animal Pvt Property,2019-01-27T00:00:00.000,DEAD END,VAN NEST AVENUE,Dog,2019-02-26T17:22:40.000,N/A,1608 TAYLOR AVENUE,10460,,,40.84109057616565,"{'type': 'Point', 'coordinates': [-73.867647967874, 40.841090576166]}",1-2 Family Dwelling,-73.86764796787375,UNKNOWN,BRONX,Unspecified,2019-01-29T00:00:00.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,TAYLOR AVENUE,,41537340,1020871,245737
55,LATLONG,DOHMH,Department of Health and Mental Hygiene,,MANHATTAN,,,,NEW YORK,,Unspecified MANHATTAN,Rodent,2019-01-27T00:00:00.000,,,Mouse Sighting,2019-02-26T07:54:17.000,N/A,101 WEST 23 STREET,10011,,,40.74337431081256,"{'type': 'Point', 'coordinates': [-73.99294840495, 40.743374310813]}",3+ Family Apt. Building,-73.99294840495008,MOBILE,MANHATTAN,Unspecified,2019-01-27T07:56:58.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Assigned,WEST 23 STREET,,41537400,986204,210108
56,LATLONG,DOHMH,Department of Health and Mental Hygiene,,BRONX,,,,BRONX,2019-01-28T00:00:00.000,Unspecified BRONX,Rodent,2019-01-27T00:00:00.000,,,Condition Attracting Rodents,2019-02-26T23:26:03.000,N/A,3165 DECATUR AVENUE,10467,,,40.873144795267244,"{'type': 'Point', 'coordinates': [-73.876489995671, 40.873144795267]}",3+ Family Apt. Building,-73.87648999567128,MOBILE,BRONX,Unspecified,2019-01-28T00:00:00.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,DECATUR AVENUE,,41537581,1018408,257412
57,ADDRESS,DOHMH,Department of Health and Mental Hygiene,3083730045,BROOKLYN,,,,BROOKLYN,2019-02-04T00:00:00.000,18 BROOKLYN,Rodent,2019-01-27T00:00:00.000,EAST 72 STREET,BERGEN AVENUE,Condition Attracting Rodents,2019-02-26T14:07:34.000,N/A,7210 BERGEN COURT,11234,,,40.624793467285606,"{'type': 'Point', 'coordinates': [-73.911082235628, 40.624793467286]}",3+ Family Apt. Building,-73.9110822356278,PHONE,BROOKLYN,Unspecified,2019-02-04T00:00:00.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,BERGEN COURT,,41537603,1008933,166918
58,ADDRESS,DOHMH,Department of Health and Mental Hygiene,3018560032,BROOKLYN,,,,BROOKLYN,2019-01-27T00:00:00.000,03 BROOKLYN,Rodent,2019-01-27T00:00:00.000,THROOP AVENUE,MARCUS GARVEY BOULEVARD,Condition Attracting Rodents,2019-02-26T10:44:06.000,N/A,204 MACDONOUGH STREET,11216,,,40.681587302709126,"{'type': 'Point', 'coordinates': [-73.938638735306, 40.681587302709]}",3+ Family Apt. Building,-73.93863873530633,ONLINE,BROOKLYN,Unspecified,2019-01-27T10:47:33.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,MACDONOUGH STREET,,41537604,1001269,187603
59,ADDRESS,DOHMH,Department of Health and Mental Hygiene,4001280007,QUEENS,,,,Woodside,2019-02-04T00:00:00.000,02 QUEENS,Rodent,2019-01-27T00:00:00.000,39 AVENUE,39 ROAD,Rat Sighting,2019-02-26T17:27:31.000,N/A,39-20 52 STREET,11377,,,40.74812768698627,"{'type': 'Point', 'coordinates': [-73.911913720888, 40.748127686986]}",1-2 Family Dwelling,-73.9119137208885,PHONE,QUEENS,Unspecified,2019-02-04T00:00:00.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,52 STREET,,41537926,1008657,211852
60,ADDRESS,DOHMH,Department of Health and Mental Hygiene,3073480013,BROOKLYN,,,,BROOKLYN,2019-02-01T00:00:00.000,15 BROOKLYN,Unsanitary Animal Pvt Property,2019-01-27T00:00:00.000,AVENUE U,AVENUE V,Dog,2019-02-26T19:50:07.000,N/A,2116 EAST   16 STREET,11229,,,40.59837584363508,"{'type': 'Point', 'coordinates': [-73.95538046605, 40.598375843635]}",1-2 Family Mixed Use Building,-73.95538046605009,ONLINE,BROOKLYN,Unspecified,2019-02-01T00:00:00.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,EAST   16 STREET,,41538040,996641,157284
